bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
17,361,0,326,-326,1.03,233.2,1,652,70
18,152.5,1,120,-118,1.03,233.2,1,235,70
26,227.5,32.5,220,-155,1.03,430.5,1,310,145
26,269.5,11.5,220,-197,1.03,421.9,1,394,145
27,248.5,22,220,-176,1.03,421.9,1,352,145
27,277,7.5,220,-205,1.03,430.5,1,409,145
27,298.5,0,226,-226,1.03,430.5,1,452,145
28,352.5,0,280,-280,1,430.5,1,560,145
28,231,30.5,220,-159,1,430.5,1,317,145
28,303.5,0,231,-231,1,430.5,1,462,145
29,383.5,0,311,-311,1,430.5,1,622,145
29,254,19,220,-182,1,430.5,1,363,145
29,252.5,20,220,-180,1,430.5,1,360,145
43,173.75,0,140,-140,1.03,246.2,1,280,67.5
43,0,0,120,-20,1.03,275.3,0,6,135
43,308.75,0,275,-275,1.03,275.3,1,550,67.5
44,275.75,0,242,-242,1.03,255,1,484,67.5
44,161.25,0,128,-128,1.03,255,1,255,67.5
44,0,0,120,-20,1.03,255,0,29,135
45,0,0,350,-109,1,610.3,0,218,175
45,268.5,84.5,350,-181,1,610.3,1,362,175
55,138,0,164.4,-164.4,1.03,255,1,211,65
56,114.5,19,120,-82,1.03,255,1,164,65
56,190.5,0,158,-158,1.03,255,1,316,65
57,175.5,0,143,-143,1,255,1,286,65
58,0,0,120,-84,1,255,0,167,65
58,134.5,9,120,-102,1,255,1,204,65
58,151.5,0.5,120,-119,1,255,1,238,65
59,237.125,0,218,-218,1.03,85.4,1,435,39.25
78,129.5,5,105,-95,1.03,248.3,1,189,70
78,288.5,0,254,-254,1.03,248.3,1,507,70
79,0,0,105,-53,1.03,243.8,0,106,70
79,0,0,105,-16,1.03,248.3,0,31,140
79,298,0,263,-263,1.03,248.3,1,526,70
82,236.5,5,192,-182,1,425.8,1,363,110
82,187,21,174,-132,1,408.9,1,264,110
104,160.5,0,162,-162,1.03,251.8,1,254,67
105,162.5,0,171.6,-171.6,1.03,251.8,1,258,67
106,107.25,1,90,-88,1.03,150,1,175,39.5
107,93.75,8,90,-74,1.03,150,1,148,39.5
116,0,0,90,-67,1.03,150,0,133,45
117,95,6,90,-78,1.03,150,1,155,35
118,77,5.5,68,-57,1.03,129.3,1,114,40
125,160.5,0,199.2,-199.2,1.03,242.9,1,241,80
126,163,0,128,-128,1.03,240.2,1,256,70
126,0,0,94,-94,1.03,229.4,0,187,80
127,156,0,121,-121,1,238.5,1,242,70
127,178,0,138,-138,1,241.7,1,276,80
132,97,0,79,-79,1.03,131.2,1,157,37
132,122,0,104,-104,1.03,131.2,1,207,37
133,0,0,40,-38,1.03,131.2,0,72,37
133,95,0,77,-77,1.03,131.2,1,153,37
134,0,0,90,-7,1.03,150,0,13,102
134,141,0,116,-116,1.03,150,1,232,50
135,0,0,90,-42,1.03,150,0,84,51
146,92.5,0,85,-85,1.03,51.4,1,170,15
146,35,0,28,-28,1.03,51.4,1,55,15
147,0,0,90,-47,1.03,150,0,94,45
148,155.5,0,133,-133,1.03,252.4,1,266,45
148,0,0,120,-8,1.03,237.5,0,16,135
148,0,0,120,-7,1.03,237.5,0,13,135
148,75,33.5,120,-53,1.03,252.4,1,105,45
150,139,1.5,120,-117,1,252.4,1,233,45
151,153,0,131,-131,1,252.4,1,261,45
151,165,0,143,-143,1,252.4,1,285,45
155,184,0,161,-161,1.03,263.9,1,321,47
155,98.5,22.5,120,-75,1.03,263.9,1,150,47
155,0,0,120,-63,1.03,237.5,0,126,65
155,223,0,197,-197,1.03,287.3,1,394,52
156,0,0,120,-42,1.03,237.5,0,83,65
156,136.5,8,120,-104,1.03,237.5,1,208,65
156,167,0,137,-137,1.03,238.4,1,274,60
156,125,12.5,120,-95,1.03,238.4,1,190,60
159,98.5,11.4,120,-97.2,1,238.4,1,137,60
165,134.5,11.5,120,-97,1.03,233.2,1,194,75
165,146.5,5.5,120,-109,1.03,233.2,1,218,75
166,126,15.5,120,-89,1.03,233.2,1,177,75
166,280.5,0,243,-243,1.03,233.2,1,486,75
205,122.5,11,110,-88,1,210.1,1,175,70
205,179.5,0,145,-145,1,210.1,1,289,70
205,0,0,110,-75,1,210.1,0,149,70
206,160,0,125,-125,1,210.1,1,250,70
215,62.76975,0,54,-54,1.035,58.5,1,107,18.5395
215,74.427,0,66,-66,1.035,53.9,1,132,16.854
215,39.927,0,32,-32,1.035,53.9,1,63,16.854
215,20.8765,1.5,20,-17,1.035,30.5,1,34,7.753
239,88,0,87,-87,1.035,15.4,1,174,2
246,240.5,-1.6,220,-223.2,1.035,430.5,1,336,145
291,11.5,0,11,-11,1.035,3.2,1,22,1
294,51.25,0,51,-51,1.035,4.8,1,101,1.5
306,30.29175,0,28,-28,1.035,24,1,56,4.5835
306,52.074,0,48,-48,1.035,27.9,1,96,8.148
306,50.801,0,48,-48,1.035,31,1,96,5.602
306,22.29175,0,20,-20,1.035,26.9,1,40,4.5835
306,35.29175,0,33,-33,1.035,28.1,1,66,4.5835
307,112.625,0,104,-104,1.035,57,1,207,18.25
307,68.625,0,60,-60,1.035,57,1,119,18.25
308,34.5,0,27,-27,1.035,36.7,1,53,16
308,57.5,0,48,-48,1.035,57.7,1,95,20
310,40.75,0,32,-32,1.035,53.9,1,64,17.5
310,70.25,0,52,-52,1.035,103.6,1,103,37.5
311,74.25,0,63,-63,1.035,64,1,126,22.5
362,50.95,0,42,-42,1.035,47.8,1,83,18.9
363,126.95,0,118,-118,1.035,47.8,1,235,18.9
364,55.95,0,47,-47,1.035,47.8,1,93,18.9
364,55.25,0,44,-44,1.035,71,1,88,22.5
365,87.45,0,78,-78,1.035,47.8,1,156,18.9
365,47.95,0,39,-39,1.035,47.8,1,77,18.9
382,44.75,0,41,-41,1.035,55.9,1,82,7.5
382,105,22.5,120,-75,1.035,255.9,1,150,60
383,21.75,0,18,-18,1.035,55.9,1,36,7.5
386,15.75,0,20.4,-20.4,1.035,4.8,1,30,1.5
421,28.5,0,28,-28,1.035,7.7,1,55,2
431,30.75,0,29,-29,1.035,13.6,1,58,3.5
440,13.125,0,15.6,-15.6,1.035,3.6,1,25,1.25
447,14.375,3,20,-14,1.035,21.3,1,27,1.75
447,27.375,0,27,-27,1.035,21.3,1,53,1.75
463,0,0,9.6,-9.6,1.035,4,1,0,0
482,16.85,0,24,-24,1.035,1.7,1,33,0.7
490,53.875,0,53,-53,1.035,5.3,1,106,1.75
522,0,0,31.2,-31.2,1.035,1.9,1,0,0
533,14.625,0,15,-15,1.035,1.9,1,29,0.25
534,40.4725,0,32,-32,1.035,53.9,1,63,17.945
534,35.5215,0,30,-30,1.035,34.9,1,60,11.043
534,53.0215,0,48,-48,1.035,34.9,1,95,11.043
534,86.61725,0,69,-69,1.035,107.7,1,137,36.2345
534,94.11725,0,76,-76,1.035,107.7,1,152,36.2345
535,69.64325,0,64,-64,1.035,36.5,1,127,12.2865
535,39.45125,0,34,-34,1.035,35.6,1,67,11.9025
535,109.9975,0,86,-86,1.035,128.1,1,172,47.995
535,79.65775,0,60,-60,1.035,108.7,1,119,40.3155
549,80.35,0,80,-80,1.035,1.7,1,160,0.7
557,58.431,0,52,-52,1.035,34.4,1,104,12.862
557,40.796,0,36,-36,1.035,28.5,1,71,10.592
557,23.91775,0,19,-19,1.035,26.5,1,38,9.8355
557,55.17425,0,50,-50,1.035,30.4,1,99,11.3485
557,40.431,0,34,-34,1.035,34.4,1,68,12.862
558,38.758,0,31,-31,1.035,34.4,1,62,15.516
558,120.758,0,113,-113,1.035,34.4,1,226,15.516
558,45.70425,0,40,-40,1.035,26.5,1,80,11.4085
558,37.52975,0,30,-30,1.035,34.4,1,60,15.0595
594,14.145,0,14,-14,1.035,4.5,1,27,1.29
601,22.7625,0,22,-22,1.035,5.5,1,43,2.525
622,204,0,177,-177,1.035,114,1,353,55
622,0,0,30,0,1.035,65.3,0,0,0
626,15.2,0,15,-15,1.035,3,1,29,1.4
630,41.9025,0,41,-41,1.035,6.4,1,81,2.805
631,29.1825,0,28,-28,1.035,7.4,1,55,3.365
655,36.3075,0,36,-36,1.035,1.3,1,72,0.615
660,126.25,13.5,120,-93,1.035,255,1,185,67.5
661,200.25,0,167,-167,1.035,255,1,333,67.5
667,24.4775,0,24,-24,1.035,2.2,1,48,0.955
671,17.3825,0,15,-15,1.035,10.1,1,30,4.765
673,21.84,0,21,-21,1.035,4.4,1,42,1.68
681,198.5,0,151,-151,1.035,192.4,1,302,95
681,26.2495,5,30,-20,1.035,77.5,1,40,12.499
687,14.8025,0,12,-12,1.035,12.5,1,24,5.605
699,42.1825,0,41,-41,1.035,7.5,1,81,3.365
702,6.78,0,7,-7,1.035,1.6,1,13,0.56
712,32,0,30,-30,1.035,10.8,1,59,5
718,57.3925,0,57,-57,1.035,1.9,1,114,0.785
722,17.7,0,17,-17,1.035,3,1,34,1.4
731,15.42,0,24,-24,1.035,4.3,1,30,0.84
736,103,24.5,120,-71,1.035,255,1,141,65
740,19.06,0,19,-19,1.035,4.3,1,37,1.12
747,31.4575,0,30,-30,1.035,6.7,1,60,2.915
759,201.5,0,179,-179,1.035,105.2,1,358,45
760,0,0,0,0,1.035,1.3,0,0,0
778,43.085,0,40,-40,1.035,32.4,1,80,6.17
780,8.92,0,9,-9,1.035,1.9,1,17,0.84
783,18.5,0,17,-17,1.035,6.7,1,34,3
788,46,0,46,-46,1.035,95.9,1,91,1
792,32,0,32,-32,1.035,71.8,1,64,0
792,0,0,29,-29,1.035,71.8,0,58,0
792,0,0,11,-6,1.035,23.7,0,11,0
792,0,0,15,-15,1.035,23.3,0,30,0
803,28.5,0,29,-29,1.035,55.9,1,57,0
804,33.5,0,34,-34,1.035,120.4,1,67,0
809,0,0,0,0,1.035,3.3,0,0,0
815,18.84,0,18,-18,1.035,3.9,1,36,1.68
834,24.28,0,24,-24,1.035,1.5,1,48,0.56
840,90,0,83,-83,1.035,51.6,1,165,15
840,77,0,70,-70,1.035,51.6,1,139,15
844,12.975,0,13,-13,1.035,3.5,1,25,0.95
848,28.7525,0,28,-28,1.035,5.6,1,56,1.505
854,61.25,0,60,-60,1.035,14.6,1,119,3.5
873,86.5,0,70,-70,1.035,87.7,1,139,34
876,0,0,0,0,1.035,1.9,0,0,0
896,0,0,45,-10,1.035,65.8,0,0,0
896,0,0,45,-10,1.035,71.1,0,0,0
896,50.75,4,45,-37,1.035,71.1,1,74,27.5
902,39.52775,0,40,-40,1.035,0.3,1,79,0.0555
903,0,0,0,0,1.035,2.5,0,0,0
952,18.65,0,18,-18,1.035,3,1,36,1.3
958,0,0,0,0,1.035,2.5,0,0,0
972,36.75,1,32,-30,1.035,54,1,60,13.5
972,0,0,32,-0,1.035,42.5,0,0,0
972,17.25,0,17,-17,1.035,11.4,1,33,1.5
972,180,0,160,-160,1.035,162.2,1,320,40
973,83.5,23,110,-64,1.035,162.2,1,127,40
977,25.37775,0,22,-22,1.035,13.9,1,44,6.7555
986,25.275,0,24,-24,1.035,10.3,1,48,2.55
998,309.5,0,255,-255,1.035,422.6,1,509,110
999,273,0,218,-218,1.035,408,1,436,110
1002,17.74975,0,14,-14,1.035,17.9,1,28,7.4995
1004,137.5,0,110,-110,1.035,174.1,1,220,55
1007,17.75,0,20.4,-20.4,1.035,2.5,1,35,0.5
1010,55.25275,0,49,-49,1.035,51.7,1,98,12.5055
1012,62.5,0,58,-58,1.035,32.9,1,115,10
1021,30.5,0,26,-26,1.035,30,1,51,10
1022,41.9995,0,37,-37,1.035,30,1,74,9.999
1023,31.9995,0,27,-27,1.035,32.2,1,54,9.999
1076,25.25,0,25,-25,1.035,3.2,1,50,0.5
1108,8.25,0,8,-8,1.035,3,1,16,0.5
1110,0,0,37.5,-0,1.035,62.5,0,0,0
1111,0,0,37.5,-0,1.035,62.5,0,0,0
1111,91,0,79,-79,1.035,62.5,1,157,25
1112,0,0,37.5,-0,1.035,62.5,0,0,0
1114,21.5,0,21,-21,1.035,7.6,1,41,2
1129,19.24975,0,18,-18,1.035,7.9,1,35,3.4995
1151,32,0,27,-27,1.035,36.4,1,54,10
1152,27.75,0,22,-22,1.035,55.3,1,43,12.5
1153,44.5,0,40,-40,1.035,36.4,1,79,10
1178,0,0,42,-0,1.035,65.3,0,0,0
1178,0,0,42,-0,1.035,65.3,0,0,0
1178,50.5,8.25,52.5,-36,1.035,87.5,1,71,30
1179,147.5,0,133,-133,1.035,87.5,1,265,30
1179,71.75,0,61,-61,1.035,65.3,1,121,22.5
1187,41.99975,0,40,-40,1.035,22.4,1,79,4.9995
1187,19.49975,0,19.2,-19.2,1.035,50.2,1,34,4.9995
1188,29.7525,0,28,-28,1.035,9.4,1,56,3.505
1226,44.75,0,45,-45,1.035,1.1,1,89,0.5
1245,46.75,0,58.8,-58.8,1.035,53.2,1,81,12.5
1246,39.25,0,36,-36,1.035,31.2,1,71,7.5
1247,49.25,0,48,-48,1.035,11.6,1,96,2.5
1279,17.125,0,16,-16,1.035,5.7,1,32,2.25
1285,125.5,0,113,-113,1.035,68.6,1,226,25
1286,108,19,113,-75,1.035,256.3,1,149,67
1287,145,0,468,-468,1.035,251.8,1,223,67
1296,10.05,0,10,-10,1.035,0.5,1,20,0.1
1330,39.00275,0,39,-39,1.035,3.5,1,77,1.0055
1341,60.75,0,57,-57,1.035,32,1,114,7.5
1342,18.25,0,15.6,-15.6,1.035,34,1,29,7.5
1350,0,0,90,-5,1.035,142.1,0,5,79
1350,170.75,0,151,-151,1.035,150,1,302,39.5
1351,157.75,0,138,-138,1.035,150,1,276,39.5
1352,0,0,90,-67,1.035,150,0,134,39.5
1362,250,0,229,-229,1.035,151.2,1,458,42
1362,73.5,16,85,-53,1.035,151.2,1,105,42
1373,103,0,81,-81,1.035,141.7,1,161,45
1373,82.5,10,80,-60,1.035,128.1,1,120,45
1374,121,0,99,-99,1.035,143.4,1,197,45
1375,106,0,84,-84,1.035,136,1,167,45
1415,0,0,33.5,-0,1.035,36.7,0,0,0
1416,0,0,41.2,-13.7,1.035,68.7,0,0,0
1416,58.75,0,45,-45,1.035,68.7,1,90,27.5
1429,31,0,48,-48,1.035,4.5,1,61,1
1433,33.24975,0,30,-30,1.035,20,1,59,7.4995
1434,42,0,41,-41,1.035,4.1,1,82,2
1435,64.99975,0,62,-62,1.035,30.8,1,123,6.9995
1436,58.49975,0,55,-55,1.035,19.9,1,110,6.9995
1440,142.5,0,108,-108,1.035,248.3,1,215,70
1444,39.25,0,39,-39,1.035,3.2,1,77,1.5
1462,19.75,8,35,-19,1.035,57.8,1,38,1.5
1462,0,0,180,-180,1.035,57.8,0,360,1.5
1462,21.25,0,21,-21,1.035,2.1,1,42,0.5
1494,6.1,0,6,-6,1.035,0.8,1,12,0.2
1518,0,0,0,0,1.035,2.1,0,0,0
1519,21.575,0,22,-22,1.035,0.9,1,43,0.15
1520,28.00275,0,28,-28,1.035,4.7,1,55,1.0055
1521,9.25,0,9,-9,1.035,6.4,1,17,1.5
1543,16.45,0,16,-16,1.035,3,1,32,0.9
1546,11.8,0,21.6,-21.6,1.035,3.3,1,22,1.6
1547,24.3,0,26.4,-26.4,1.035,3.3,1,47,1.6
1580,41.75,0,42,-42,1.035,2.3,1,83,0.5
1594,4.75,0,27.6,-27.6,1.035,2.5,1,9,0.5
1647,61.49975,0,59,-59,1.035,16.8,1,117,5.9995
1647,39.99975,0,37,-37,1.035,16.8,1,74,5.9995
1647,0,0,9.3,-0,1.035,16.8,0,0,0
1647,0,0,9.3,-0,1.035,16.8,0,0,0
1647,37.8,0,38,-38,1.035,8.2,1,75,0.6
1675,154.25,0,141,-141,1.035,191.4,1,281,27.5
1676,0,0,188,-188,1.035,156.5,0,376,35
