bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
1,1,0,0,0,0,1,0.94444,0,45,1,1,0.88889
2,1,0,0,0,0,1,1,0,63,1,1.06349,0.93651
3,1,15.19,2.6,0,0,1,1.01588,0,63,1,1.07937,0.95238
4,1,57.06,3.4,0,0,1,1.01111,0,90,1,1.08889,0.93333
5,1,11,0,0,0,1,1.00794,0,63,1,1.06349,0.95238
6,1,15.08,4.3,0,0,1,1,0,63,1,1.07937,0.92063
7,1,1.39,0.7,0,0,1,1,0,63,1,1.07937,0.92063
8,1,28.53,13.1,0,0,1,0.98889,0,225,1,1.08889,0.88889
9,1,14.9,0,0,0,1,1,0,63,1,1.06349,0.93651
10,1,0,0,0,0,1,1,0,90,1,1.07778,0.92222
11,1,30.7,-2,0,0,1,1,0,90,1,1.07778,0.92222
12,1,0,0,0,0,1,1.01588,0,63,1,1.07937,0.95238
13,1,0,0,0,0,1,1.07788,0,380,1,1.10263,1.05313
14,1,61.12,13.4,0,30.4,1,1.02778,0,90,1,1.07778,0.97778
15,1,0,0,0,0,1,1,0,63,1,1.07937,0.92063
16,1,12.5,-0.6,0,0,1,1,0,63,1,1.07937,0.92063
17,1,12.64,0.2,0,0,1,1.02222,0,90,1,1.06667,0.97778
18,1,0,0,0,0,1,0.94444,0,45,1,1,0.88889
19,1,0,0,0,0,1,1,0,63,1,1.06349,0.93651
20,1,3.9,-18.2,0,0,1,0.94444,0,45,1,1,0.88889
21,1,6.3,-2.5,0,0,1,1.02222,0,90,1,1.06667,0.97778
22,1,20.06,0.8,0,0,1,1.01588,0,63,1,1.07937,0.95238
23,1,28.3,1.4,0,0,1,1,0,63,1,1.06349,0.93651
24,1,16.7,-1.3,0,0,1,1.03333,0,90,1,1.11111,0.95556
25,1,51.1,-4,0,0,1,1.02222,0,90,1,1.1,0.94444
26,1,37.58,5,0,0,1,1.02222,0,90,1,1.06667,0.97778
27,1,0,0,0,0,1,1.04444,0,225,1,1.08444,1.00444
28,1,0,-0.2,0,0,1,1.01588,0,63,1,1.07937,0.95238
29,1,86.98,9.3,0,0,1,1.01587,0,63,1,1.06349,0.96825
30,1,43.61,3.3,0,0,1,1.01111,0,90,1,1.08889,0.93333
31,1,0,0,0,0,1,1,0,63,1,1.06349,0.93651
32,1,0,0,0,0,1,1.00334,0,150,1,1.10667,0.9
33,1,0,0,0,0,1,1.01111,0,225,1,1.08889,0.93333
34,1,0,0,0,0,1,1.01111,0,225,1,1.08889,0.93333
35,1,0,0,0,0,1,1.07237,0,380,1,1.10526,1.03947
36,1,0,0,0,0,1,1.07237,0,380,1,1.10526,1.03947
37,1,2.78,4.7,0,0,1,1,0,63,1,1.07937,0.92063
38,1,9.28,3,0,0,1,1.01587,0,63,1,1.09524,0.93651
39,1,40.6,-4.9,0,0,1,1.02778,0,90,1,1.07778,0.97778
40,1,40.24,5.1,0,0,1,1.02778,0,90,1,1.07778,0.97778
41,1,0,0,0,0,1,1.04798,0,225,1,1.09152,1.00444
42,1,0,0,0,0,1,1.04036,0,63,1,1.12834,0.95238
43,1,3.83,2.7,0,0,1,1.02778,0,90,1,1.07778,0.97778
44,1,17.63,1.6,0,0,1,1.00794,0,63,1,1.06349,0.95238
45,1,4.41,0.8,0,0,1,1.02222,0,90,1,1.06667,0.97778
46,1,0,0,0,0,1,1,0,63,1,1.06349,0.93651
47,2,0,0,0,0,1,1,0,63,1,1.06349,0.93651
48,1,44.77,3.9,0,0,1,1,0,90,1,1.07778,0.92222
49,1,9.9,-2.6,0,0,1,1,0,63,1,1.06349,0.93651
50,1,0,0,0,0,1,1.00554,0,63,1,1.07458,0.93651
51,1,0,0,0,0,1,1.01111,0,225,1,1.08889,0.93333
52,1,9.28,3.5,0,0,1,1.02222,0,90,1,1.06667,0.97778
53,1,0.1,-1.2,0,0,1,1,0,63,1,1.04762,0.95238
54,1,-0.6,1.2,0,0,1,1.02222,0,90,1,1.06667,0.97778
55,1,56.83,11.3,0,0,1,1.04717,0,225,1,1.08991,1.00444
56,1,91.16,22.5,0,0,1,1.04666,0,225,1,1.08889,1.00444
57,2,0,0,0,0,1,1,0,63,1,1.07937,0.92063
58,1,170.14,32.5,0,0,1,1.0471,0,225,1,1.08975,1.00444
59,1,5.91,0.4,0,0,1,1.01588,0,63,1,1.07937,0.95238
60,1,0,0,0,0,1,1.01588,0,63,1,1.07937,0.95238
61,1,48.01,11.6,0,0,1,1.01588,0,63,1,1.07937,0.95238
62,1,0,0,0,0,1,1.01588,0,63,1,1.07937,0.95238
