bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
35250,875,0,378.6,-378.6,1,100,1,1000,750
35250,875,0,455.3,-455.3,1,100,1,1000,750
35250,875,0,470.3,-470.3,1,100,1,1000,750
35251,569.1,127.2,550.5,-296.1,1,100,1,888.2,250
35251,569.1,127.2,550.5,-296.1,1,100,1,888.2,250
35252,502.75,101,437.2,-235.2,1,100,1,705.5,300
35252,502.75,101,437.2,-235.2,1,100,1,705.5,300
35252,502.75,101,437.2,-235.2,1,100,1,705.5,300
35252,502.75,101,437.2,-235.2,1,100,1,705.5,300
35254,301.85,57.8,250.2,-134.6,1,100,1,403.7,200
35254,137.05,24.35,105.4,-56.7,1,100,1,170.1,104
35254,137.05,24.35,105.4,-56.7,1,100,1,170.1,104
35254,128.55,24.35,105.4,-56.7,1,100,1,170.1,87
35254,124.55,24.35,105.4,-56.7,1,100,1,170.1,79
35254,626.9,113,488.9,-262.9,1,100,1,788.8,465
35255,826,136.35,590,-317.3,1,100,1,952,700
35255,171,38.95,168.6,-90.7,1,100,1,272,70
35255,171,38.95,168.6,-90.7,1,100,1,272,70
35255,171,38.95,168.6,-90.7,1,100,1,272,70
35257,216.7,37,160.1,-86.1,1,100,1,258.4,175
35257,216.7,37,160.1,-86.1,1,100,1,258.4,175
35259,150,20.4,130.8,-90,1,100,1,270,30
35264,146.8615,26.5,114.7,-61.7,1,100,1,185,108.723
35264,146.7855,26.5,114.7,-61.7,1,100,1,185,108.571
35264,141.525,26.5,114.7,-61.7,1,100,1,185,98.05
35264,141.525,26.5,114.7,-61.7,1,100,1,185,98.05
35264,197.4,21.3,136.6,-94,1,100,1,282,112.8
35264,197.4,21.3,136.6,-94,1,100,1,282,112.8
35265,136.55,13.85,88.7,-61,1,100,1,183.1,90
35265,136.55,13.85,88.7,-61,1,100,1,183.1,90
35265,136.55,13.85,88.7,-61,1,100,1,183.1,90
35266,134.5,13.5,86.7,-59.7,1,100,1,179,90
35276,48.5,9.9,42.8,-23,1,100,1,69,28
35277,64.5,5.1,32.7,-22.5,1,100,1,67.5,61.5
35277,64.5,5.1,32.7,-22.5,1,100,1,67.5,61.5
35281,50.75,3.85,24.9,-17.2,1,100,1,51.5,50
35283,29.65,10.3,37,-16.4,1,100,1,49.3,10
35285,45.95,4.2,24,-15.6,1,100,1,46.9,45
35288,37.25,0,13.3,-13.3,1,100,1,40.5,34
35288,37.25,0,13.3,-13.3,1,100,1,40.5,34
35290,6.2915,0.9835,4.117,-2.15,1,100,1,6.433,6.15
35290,6.2915,0.9835,4.117,-2.15,1,100,1,6.433,6.15
35290,6.2915,0.9835,4.117,-2.15,1,100,1,6.433,6.15
35290,6.2915,0.9835,4.117,-2.15,1,100,1,6.433,6.15
35290,6.2915,0.9835,4.117,-2.15,1,100,1,6.433,6.15
