bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
10,124,0,240,-240,1.03,168,1,213,35
16,410.5,29.5,440,-381,1.03,823,1,761,60
17,325.5,182,660,-296,1.03,1234,1,591,60
18,603,483.5,1540,-573,1,2879,1,1146,60
29,280.5,0,263,-263,1.03,511,1,526,35
30,146,55.5,240,-129,1.03,511,1,257,35
31,285,51,350,-248,1,420,1,495,75
41,339,0,322,-322,1.03,241,1,643,35
42,327.5,0,310,-310,1.03,241,1,620,35
43,258.5,0,241,-241,1,482,1,482,35
44,228.5,14.5,240,-211,1,482,1,422,35
45,79.285,0,70,-70,1.03,49,1,139,19.57
63,139.25,99.5,302,-103,1.03,473,1,206,72.5
64,201.25,73,311,-165,1.03,475,1,330,72.5
67,209.5,14.5,449,-420,1,864,1,309,110
83,148.5,38,190,-114,1.03,239,1,227,70
84,144,40.5,190,-109,1.03,251,1,218,70
85,56.5,37.5,125,-50,1.03,133,1,93,20
86,80.5,12.1,125,-100.8,1.03,133,1,141,20
93,200.5,0,181,-181,1.03,123,1,361,40
95,58,11,68,-46,1.03,105,1,91,25
97,74.315,7,68,-54,1.03,105,1,107,41.63
103,142.5,37,177,-103,1.03,239,1,205,80
104,190.5,101,379,-177,1.03,490,1,311,70
105,254,69.5,353,-214,1,502,1,428,80
109,191.5,0,172,-172,1.03,277,1,343,40
110,79,3,65,-59,1.03,280,1,118,40
111,110,85,270,-100,1.03,401,1,200,20
123,72,0,67,-67,1.03,98,1,134,10
124,81.75,9.5,90,-71,1.03,132,1,141,22.5
125,279.5,44.4,360,-271.2,1.03,654,1,524,35
127,219,23.4,360,-313.2,1,540,1,403,35
131,184.5,96.5,360,-167,1.03,696,1,334,35
132,235,131,480,-218,1.03,732,1,435,35
139,147.5,115,360,-130,1.03,714,1,260,35
140,298.5,0,281,-281,1.03,240,1,562,35
176,106,50,220,-120,1,430,1,177,35
177,190,23.5,220,-173,1,430,1,345,35
180,0,0,129.6,-129.6,1,7485,1,0,0
181,143,0,100,-100,1.03,210,1,199,87
