bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
1,1,36.4,19.5,0,0,1,0.98889,0,225,1,1.08889,0.88889
2,1,0,0,0,0,1,1.07552,0,380,1,1.10263,1.04841
3,1,245.2,16.4,0,0,1,1.04444,0,225,1,1.08444,1.00444
4,1,0,0,0,0,1,1.00334,0,150,1,1.10667,0.9
5,1,51.8,13.5,0,0,1,1.01111,0,225,1,1.08889,0.93333
6,1,36.6,11.6,0,0,1,1.01111,0,225,1,1.08889,0.93333
7,1,0,0,0,0,1,1.07237,0,380,1,1.10526,1.03947
8,1,0,0,0,0,1,1.07237,0,380,1,1.10526,1.03947
9,1,0,0,0,0,1,1.04739,0,225,1,1.09035,1.00444
10,1,193.4,48.9,0,0,1,1.01111,0,225,1,1.08889,0.93333
11,1,57.7,14.6,0,0,1,1.04666,0,225,1,1.08889,1.00444
12,1,27.8,24.4,0,0,1,1.04666,0,225,1,1.08889,1.00444
13,1,177.5,52.5,0,0,1,1.04666,0,225,1,1.08889,1.00444
14,1,75.8,7.3,0,0,1,1.01626,0,225,1,1.08252,0.95
15,1,0,0,0,0,1,1.04666,0,225,1,1.08889,1.00444
16,1,0,0,0,0,1,1.04666,0,225,1,1.08889,1.00444
17,1,66.2,0.9,0,0,1,0.98889,0,225,1,1.08889,0.88889
18,1,12.3,7.1,0,0,1,1.0415,0,225,1,1.09633,0.98667
19,1,67.9,23,0,0,1,1.04666,0,225,1,1.08889,1.00444
20,1,29.2,7.2,0,0,1,1.04666,0,225,1,1.08889,1.00444
21,1,77.8,31.2,0,0,1,1.04666,0,225,1,1.08889,1.00444
22,1,105.6,22.8,0,0,1,1.03778,0,225,1,1.08889,0.98667
23,1,41.1,2.7,0,0,1,0.98889,0,225,1,1.08889,0.88889
25,1,56.2,8.1,0,0,1,1.04666,0,225,1,1.08444,1.00889
26,1,29.3,6.4,0,0,1,1.04666,0,225,1,1.08444,1.00889
27,1,102.1,38,0,0,1,1.01111,0,225,1,1.08889,0.93333
28,1,172.1,40,0,0,1,1.04666,0,225,1,1.08889,1.00444
29,1,0,0,0,0,1,1.07684,0,380,1,1.10526,1.04842
