bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
101,46.5,0,43,-43,1,100,1,85,8
101,52.5,0,49,-49,1,100,1,97,8
101,102.3,0,99,-99,1,100,1,197,7.6
101,63.3,0,60,-60,1,100,1,119,7.6
102,146,0,142,-142,1,100,1,284,8
102,95,0,91,-91,1,100,1,182,8
102,83.3,0,80,-80,1,100,1,159,7.6
102,112.8,0,109,-109,1,100,1,218,7.6
107,216.25,0,210,-210,1,100,1,420,12.5
107,137.75,0,132,-132,1,100,1,263,12.5
107,144.75,0,139,-139,1,100,1,277,12.5
113,247.75,0,231,-231,1,100,1,461,34.5
113,269.25,0,252,-252,1,100,1,504,34.5
113,1043.25,0,1026,-1026,1,100,1,2052,34.5
114,0,0,279.6,-279.6,1,100,1,0,0
115,83.1,0,102,-102,1,100,1,165,1.2
115,107.6,0,107,-107,1,100,1,214,1.2
115,198.1,0,198,-198,1,100,1,395,1.2
115,137.6,0,137,-137,1,100,1,274,1.2
115,76.1,0,102,-102,1,100,1,151,1.2
115,140.575,0,127,-127,1,100,1,254,27.15
116,404.575,0,391,-391,1,100,1,782,27.15
118,262,0,237,-237,1,100,1,474,50
121,149,4.6,200,-190.8,1,100,1,248,50
122,155,0,153,-153,1,100,1,305,5
122,78.5,0,76,-76,1,100,1,152,5
122,63,0,61,-61,1,100,1,121,5
122,61.5,0,59,-59,1,100,1,118,5
122,95.5,0,93,-93,1,100,1,186,5
122,65,0,63,-63,1,100,1,125,5
123,309.575,0,296,-296,1,100,1,592,27.15
123,171.575,0,158,-158,1,100,1,316,27.15
123,258,0,223,-223,1,100,1,446,70
201,61,0,57,-57,1,100,1,114,8
201,45,0,41,-41,1,100,1,82,8
201,69.8,0,66,-66,1,100,1,132,7.6
201,75.3,0,72,-72,1,100,1,143,7.6
202,396,0,392,-392,1,100,1,784,8
202,120.5,0,117,-117,1,100,1,233,8
202,105.3,0,102,-102,1,100,1,203,7.6
202,240.3,0,237,-237,1,100,1,473,7.6
207,93.25,0,87,-87,1,100,1,174,12.5
207,219.25,0,213,-213,1,100,1,426,12.5
207,72.25,0,66,-66,1,100,1,132,12.5
213,230.75,0,214,-214,1,100,1,427,34.5
213,241.25,0,224,-224,1,100,1,448,34.5
213,349.25,0,332,-332,1,100,1,664,34.5
214,0,0,278.4,-278.4,1,100,1,0,0
215,146.6,0,146,-146,1,100,1,292,1.2
215,185.1,0,185,-185,1,100,1,369,1.2
215,105.6,0,105,-105,1,100,1,210,1.2
215,211.1,0,211,-211,1,100,1,421,1.2
215,152.1,0,152,-152,1,100,1,303,1.2
215,108.075,0,95,-95,1,100,1,189,27.15
216,339.075,0,326,-326,1,100,1,651,27.15
218,193,16,200,-168,1,100,1,336,50
221,169.5,27.5,200,-145,1,100,1,289,50
222,99.5,0,97,-97,1,100,1,194,5
222,86,0,84,-84,1,100,1,167,5
222,124,0,122,-122,1,100,1,243,5
222,54,0,52,-52,1,100,1,103,5
222,90,0,88,-88,1,100,1,175,5
222,50,0,48,-48,1,100,1,95,5
223,142.075,0,129,-129,1,100,1,257,27.15
223,184.575,0,171,-171,1,100,1,342,27.15
223,311.5,0,277,-277,1,100,1,553,70
301,122.5,0,119,-119,1,100,1,237,8
301,73,0,69,-69,1,100,1,138,8
301,105.3,0,102,-102,1,100,1,203,7.6
301,73.8,0,70,-70,1,100,1,140,7.6
302,152,0,148,-148,1,100,1,296,8
302,95,0,91,-91,1,100,1,182,8
302,86.8,0,83,-83,1,100,1,166,7.6
302,93.3,0,90,-90,1,100,1,179,7.6
307,79.75,0,74,-74,1,100,1,147,12.5
307,147.75,0,142,-142,1,100,1,283,12.5
307,116.25,0,110,-110,1,100,1,220,12.5
313,273.75,0,257,-257,1,100,1,513,34.5
313,277.75,0,261,-261,1,100,1,521,34.5
313,322.25,0,305,-305,1,100,1,610,34.5
314,0,0,284.4,-284.4,1,100,1,0,0
315,202.6,0,202,-202,1,100,1,404,1.2
315,101.6,0,102,-102,1,100,1,202,1.2
315,148.1,0,148,-148,1,100,1,295,1.2
315,190.1,0,190,-190,1,100,1,379,1.2
315,55.1,0,102,-102,1,100,1,109,1.2
315,112.575,0,102,-102,1,100,1,198,27.15
316,372.075,0,359,-359,1,100,1,717,27.15
318,317.5,0,293,-293,1,100,1,585,50
321,165.5,23.2,200,-153.6,1,100,1,281,50
322,48,0,46,-46,1,100,1,91,5
322,83.5,0,81,-81,1,100,1,162,5
322,64,0,62,-62,1,100,1,123,5
322,36,0,34,-34,1,100,1,67,5
322,64,0,62,-62,1,100,1,123,5
322,88,0,86,-86,1,100,1,171,5
323,155.075,0,142,-142,1,100,1,283,27.15
323,192.575,0,179,-179,1,100,1,358,27.15
323,202.5,0,168,-168,1,100,1,335,70
