bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
8,0,0,10,-10,1,100,1,0,0
10,0,0,20,-20,1,100,1,0,0
20,0,0,20,-20,1,100,1,0,0
63,0,0,25,-25,1,100,1,0,0
76,0,23.5,35,12,1,100,1,0,0
84,724,0,240,-240,1,100,1,1448,0
91,92.5,41,93,-11,1,100,1,185,0
92,180,0,153,-153,1,100,1,360,0
98,46.5,8.5,47,-30,1,100,1,93,0
108,98.5,26.5,77,-24,1,100,1,197,0
119,1020.5,260.5,1021,-500,1,100,1,2041,0
124,160.5,30,120,-60,1,100,1,321,0
125,0,87.5,200,-25,1,100,1,0,0
138,0,112.5,350,-125,1,100,1,0,0
141,148.5,12.5,75,-50,1,100,1,297,0
143,400,100,300,-100,1,100,1,800,0
146,45.5,10,35,-15,1,100,1,91,0
147,160,25,100,-50,1,100,1,320,0
149,138.5,12.5,50,-25,1,100,1,277,0
152,303,62.5,175,-50,1,100,1,606,0
153,121,20,90,-50,1,100,1,242,0
156,0,2.5,15,-10,1,100,1,0,0
170,165,25,90,-40,1,100,1,330,0
171,0,50,150,-50,1,100,1,0,0
176,139,22.5,90,-45,1,100,1,278,0
177,62.5,10,35,-15,1,100,1,125,0
185,125,15,80,-50,1,100,1,250,0
186,1232.5,150,400,-100,1,100,1,2465,0
187,812,150,400,-100,1,100,1,1624,0
190,257.5,0,258,-258,1,100,1,515,0
191,1070,0,1000,-1000,1,100,1,2140,0
198,215,0,215,-215,1,100,1,430,0
213,144,0,144,-144,1,100,1,288,0
220,230,0,60,-60,1,100,1,460,0
221,277,0,277,-277,1,100,1,554,0
222,261.5,0,262,-262,1,100,1,523,0
227,218,0,218,-218,1,100,1,436,0
230,229,0,229,-229,1,100,1,458,0
233,170.5,0,171,-171,1,100,1,341,0
236,440.5,0,300,-300,1,100,1,881,0
238,133.5,0,134,-134,1,100,1,267,0
239,310.5,0,311,-311,1,100,1,621,0
241,563.5,0,564,-564,1,100,1,1127,0
242,106,70,100,40,1,100,1,212,0
243,171,60,80,40,1,100,1,342,0
7001,284,0,210,-210,1,100,1,568,0
7002,335,0,280,-280,1,100,1,670,0
7003,700.5,0,420,-420,1,100,1,1401,0
7011,334,0,100,-100,1,100,1,668,0
7012,313,0,224,-224,1,100,1,626,0
7017,245,122.5,245,0,1,100,1,490,0
7023,110,55,110,0,1,100,1,220,0
7024,271.5,0,224,-224,1,100,1,543,0
7039,290,0,200,-200,1,100,1,580,0
7044,66,21,42,0,1,100,1,132,0
7049,359,5,10,0,1,100,1,718,0
7055,79,12.5,25,0,1,100,1,158,0
7057,167,0,90,-90,1,100,1,334,0
7061,878.5,0,150,-150,1,100,1,1757,0
7062,284,75,150,0,1,100,1,568,0
7071,101.5,43.5,87,0,1,100,1,203,0
7130,863,250,600,-100,1,100,1,1726,0
7139,1012.5,100,325,-125,1,100,1,2025,0
7166,312,50,300,-200,1,100,1,624,0
9002,0,0,2,-2,1,100,1,0,0
9051,0,0,17.35,-17.35,1,100,1,0,0
9053,0,0.015,12.83,-12.8,1,100,1,0,0
9054,42,0,38,-38,1,100,1,84,0
9055,18.5,0,6,-6,1,100,1,37,0
