bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
1,3,0,0,0,0,1,1,0,1,1,1.06,0.94
2,2,42.66,12.7,0,0,1,1,0,1,1,1.06,0.94
3,2,185.17,19,0,0,1,1,0,1,1,1.06,0.94
4,1,47.8,-3.9,0,0,1,1,0,1,1,1.06,0.94
5,1,14.94,1.6,0,0,1,1,0,1,1,1.06,0.94
6,2,22.02,7.5,0,0,1,1,0,1,1,1.06,0.94
7,1,0,0,0,0,1,1,0,1,1,1.06,0.94
8,2,0,0,0,0,1,1,0,1,1,1.06,0.94
9,1,57.99,16.6,0,19,1,1,0,1,1,1.06,0.94
10,1,17.69,5.8,0,0,1,1,0,1,1,1.06,0.94
11,1,6.88,1.8,0,0,1,1,0,1,1,1.06,0.94
12,1,11.99,1.6,0,0,1,1,0,1,1,1.06,0.94
13,1,26.54,5.8,0,0,1,1,0,1,1,1.06,0.94
14,1,29.29,5,0,0,1,1,0,1,1,1.06,0.94
