2,startup,shutdown,n,c2,c1,c0
2,0,0,3,0,0.000171,0
2,0,0,3,0,0,0
2,0,0,3,0,0.000391,0
2,0,0,3,0,23,-15.09
2,0,0,3,0,23.74,-15.57
2,0,0,3,0,22.49,-197.7
2,0,0,3,0,25.9,-28.41
2,0,0,3,0,27.81,-57.57
2,0,0,3,0,27.46,-118.9
2,0,0,3,0,22.59,-31.24
2,0,0,3,0,17.95,-42.31
2,0,0,3,0,18.27,-42.69
2,0,0,3,0,18.96,-44.31
2,0,0,3,0,18.15,-20.99
2,0,0,3,0,16.68,-18.76
2,0,0,3,0,0.000243,0
2,0,0,3,0,0.000236,0
2,0,0,3,0,25.4,-64.59
2,0,0,3,0,26.07,-45.7
2,0,0,3,0,29.28,-32.44
2,0,0,3,0,22.43,-13.39
2,0,0,3,0,27.5,-93.55
2,0,0,3,0,28.41,-46
2,0,0,3,0,27.25,-18.95
2,0,0,3,0,29.83,-30.33
2,0,0,3,0,29.48,-76.21
2,0,0,3,0,23.98,-18.57
2,0,0,3,0.004127,18.62,-1.851
2,0,0,3,0.009589,15.1,-3.887
2,0,0,3,0.003196,3.619,0
2,0,0,3,0.01776,22.59,-1.437
2,0,0,3,0,0.000155,0
2,0,0,3,0,33.05,-390
2,0,0,3,0,33.58,-395.1
2,0,0,3,0.01882,27,-1.703
2,0,0,3,0,0,0
2,0,0,3,0,24.16,-553.1
2,0,0,3,0,23.31,-532.5
2,0,0,3,0.03388,16.09,-3.534
2,0,0,3,0,0.000113,0
2,0,0,3,0,0,0
2,0,0,3,0,0.01852,0
2,0,0,3,0,0.001381,0
2,0,0,3,0,0.000113,0
2,0,0,3,0,17.24,-142.2
2,0,0,3,0.006348,13.28,0
2,0,0,3,0,18.02,-666.8
2,0,0,3,0,26.35,-71.64
2,0,0,3,0,0.000177,0
2,0,0,3,0,0.000112,0
2,0,0,3,0,0.000135,0
2,0,0,3,0,0.000129,0
2,0,0,3,0,0.000103,0
2,0,0,3,0,26.92,-273.5
2,0,0,3,0,27.36,-82.98
2,0,0,3,0,26.3,0
2,0,0,3,0,25.95,-21.31
2,0,0,3,0,26.09,-30.08
2,0,0,3,0,26.26,-49.07
2,0,0,3,0,21.09,-68.64
2,0,0,3,0,20.52,-66.79
2,0,0,3,0,21.33,-68.74
2,0,0,3,0,0.000423,0
2,0,0,3,0,21,-39.38
2,0,0,3,0,20.59,-58.57
2,0,0,3,0,18.65,-25.82
2,0,0,3,0,20.63,-84.47
2,0,0,3,0.003036,13.76,-2.003
2,0,0,3,0.003095,14.26,-2.01
2,0,0,3,0,20.12,-12.4
2,0,0,3,0,20.24,-12.97
2,0,0,3,0,23.06,-20.3
2,0,0,3,0,24.4,-15.46
2,0,0,3,0,23.63,-200.3
2,0,0,3,0,21.79,-12.1
2,0,0,3,0,23.68,-11.72
2,0,0,3,0,23.75,-66.12
2,0,0,3,0,21.13,-16.83
2,0,0,3,0,0.000425,0
2,0,0,3,0,0.000469,0
2,0,0,3,0.01917,18.38,-1.452
2,0,0,3,0,23.18,-56.41
2,0,0,3,0,22.12,-17.05
2,0,0,3,0,25.25,-118.8
2,0,0,3,0,25.05,-19.05
2,0,0,3,0,0.000282,0
2,0,0,3,0,4.739,-749.6
2,0,0,3,0.006117,2.785,-8.729
2,0,0,3,0.004223,3.256,-1.432
2,0,0,3,0.004317,3.329,-1.461
2,0,0,3,0.001077,2.705,0
2,0,0,3,0.001082,3.15,0
2,0,0,3,0.00106,3.084,0
2,0,0,3,0.001023,3.329,0
2,0,0,3,0.001092,3.552,0
2,0,0,3,0.005478,22.58,-3.089
2,0,0,3,0.005125,21.13,-2.89
2,0,0,3,0.007171,20.88,-1.642
2,0,0,3,0.007591,22.1,-1.717
2,0,0,3,0.002095,23.24,0
2,0,0,3,0.001999,22.19,0
2,0,0,3,0.002003,21.31,0
2,0,0,3,0,24.8,-343.8
2,0,0,3,0,23.41,-324.1
2,0,0,3,0.008172,22.17,-4.484
2,0,0,3,0.006254,17.48,-1.006
2,0,0,3,0,22.02,-183.3
2,0,0,3,0,19.74,-141.6
2,0,0,3,0,21.72,-372.3
2,0,0,3,0,56.02,-60.53
2,0,0,3,0,54.51,-58.9
2,0,0,3,0,53.09,-57.37
2,0,0,3,0,56.8,-60.24
2,0,0,3,0,22.42,-116.7
2,0,0,3,0.006149,20.7,0
2,0,0,3,0,23.59,-257.2
2,0,0,3,0.006442,22,-1.363
2,0,0,3,0,0.000115,0
2,0,0,3,0,22.79,-111.5
2,0,0,3,0,23.11,-267.9
2,0,0,3,0,26.72,-439.8
2,0,0,3,0,23.37,-56.71
2,0,0,3,0,23.33,-110.1
2,0,0,3,0,0,0
2,0,0,3,0,27.82,-245.8
2,0,0,3,0,28.75,-304.1
2,0,0,3,0,0.000116,0
2,0,0,3,0,71.9,-62.58
2,0,0,3,0,0.00011,0
2,0,0,3,0,0,0
2,0,0,3,0,62.82,-115.2
2,0,0,3,0,27.28,-205.8
2,0,0,3,0,29.46,-230.8
2,0,0,3,0,25.25,-151.6
2,0,0,3,0.005028,22.67,-1.457
2,0,0,3,0.0191,43.79,-1.507
2,0,0,3,0.01915,43.9,-1.511
2,0,0,3,0.01868,42.81,-1.48
2,0,0,3,0.0193,44.24,-1.523
2,0,0,3,0.01892,43.36,-1.499
2,0,0,3,0.01824,41.82,-1.446
2,0,0,3,0,25.78,-583.9
2,0,0,3,0,24.06,-549.7
2,0,0,3,0,22.02,-652
2,0,0,3,0.03826,12.97,-3.985
2,0,0,3,0,73.42,-28.56
2,0,0,3,0,73.66,-28.65
2,0,0,3,0,70.35,-123.7
2,0,0,3,0,0.00031,0
2,0,0,3,0,24,-126.5
2,0,0,3,0,20.26,-107.5
2,0,0,3,0,22.08,-196.6
2,0,0,3,0,22.02,-152.8
2,0,0,3,0,20.95,-145.4
2,0,0,3,0,24.43,-148.7
2,0,0,3,0,24.42,-147.3
2,0,0,3,0,25.64,-156.1
2,0,0,3,0,24.02,-147.5
2,0,0,3,0,25.32,-155.4
2,0,0,3,0,25.96,-158.1
2,0,0,3,0,21.23,-80.81
2,0,0,3,0,20.2,-56.19
2,0,0,3,0,19.27,-53.61
2,0,0,3,0,19.92,-55.42
2,0,0,3,0,23.05,-92.27
2,0,0,3,0,23.69,-94.4
2,0,0,3,0,21.96,-87.51
2,0,0,3,0,26.48,-103.7
2,0,0,3,0,20.29,-143.4
2,0,0,3,0,0.000104,0
2,0,0,3,0,37.65,-405
2,0,0,3,0.08885,26.16,-6.789
2,0,0,3,0.08592,25.3,-6.565
2,0,0,3,0.09069,26.7,-6.93
2,0,0,3,0,37.69,-395.2
2,0,0,3,0,0.000155,0
2,0,0,3,0,0.000156,0
2,0,0,3,0,27.91,-208.7
2,0,0,3,0,28.16,-86.95
2,0,0,3,0,28.14,-86.89
2,0,0,3,0,23.5,-18.99
2,0,0,3,0,21.8,-47.02
2,0,0,3,0,21.78,-46.97
2,0,0,3,0,21.66,-48.39
2,0,0,3,0,20.6,-46.03
2,0,0,3,0,23.78,-40.64
2,0,0,3,0,25.38,-43.36
2,0,0,3,0,26.05,-44.51
2,0,0,3,0,25.39,-43.39
2,0,0,3,0,25.8,-42.51
2,0,0,3,0,25.56,-43.68
2,0,0,3,0,25.74,-42.41
2,0,0,3,0,24.2,-39.86
2,0,0,3,0,22.81,-49.71
2,0,0,3,0,19.05,-58.63
2,0,0,3,0,20.81,-35.23
2,0,0,3,0,21.16,-34.2
2,0,0,3,0,21.62,-37.97
2,0,0,3,0,22.12,-38.84
2,0,0,3,0,21.33,-36.11
2,0,0,3,0,22.34,-39.23
2,0,0,3,0,16.7,-27.02
2,0,0,3,0,19.21,-87.75
2,0,0,3,0,19.87,-65.35
2,0,0,3,0,19.64,-64.61
2,0,0,3,0,19.52,-66.24
2,0,0,3,0,20.48,-69.53
2,0,0,3,0,20.09,-68.18
2,0,0,3,0,20.16,-68.43
2,0,0,3,0,20.71,-70.29
2,0,0,3,0,20.17,-68.47
2,0,0,3,0,18.87,-34.27
2,0,0,3,0,19.37,-35.18
2,0,0,3,0,18.94,-34.39
2,0,0,3,0,19.32,-34.32
2,0,0,3,0,20.09,-35.69
2,0,0,3,0,18.54,-31.88
2,0,0,3,0,19.2,-35.33
2,0,0,3,0,20.01,-36.81
2,0,0,3,0,19.07,-35.09
2,0,0,3,0,19.94,-36.68
2,0,0,3,0,19.13,-35.19
2,0,0,3,0,19.9,-35.8
2,0,0,3,0,19.21,-34.55
2,0,0,3,0,19.67,-35.37
2,0,0,3,0,0.000115,0
2,0,0,3,0,18.49,-29.54
2,0,0,3,0,18.86,-30.15
2,0,0,3,0,18.61,-30.58
2,0,0,3,0,18.62,-29.76
2,0,0,3,0,16.12,-38.54
2,0,0,3,0,16.62,-38.3
2,0,0,3,0,16.23,-37.4
2,0,0,3,0,16.57,-41.48
2,0,0,3,0,16.12,-46.61
2,0,0,3,0,16.68,-48.24
2,0,0,3,0,17.04,-49.27
2,0,0,3,0,16.69,-48.25
2,0,0,3,0,19.19,-28.02
2,0,0,3,0,24.41,-140.8
2,0,0,3,0,22.39,-111
2,0,0,3,0,23.07,-120.6
2,0,0,3,0,22.17,-43.71
2,0,0,3,0,23.02,-45.39
2,0,0,3,0,23.99,-47.3
2,0,0,3,0,22.19,-22.19
2,0,0,3,0,17.58,-47.9
2,0,0,3,0,17.53,-50.74
2,0,0,3,0,31.15,-87.68
2,0,0,3,0.002161,13.52,-1.555
2,0,0,3,0.002002,12.96,0
2,0,0,3,0.002089,13.52,0
2,0,0,3,0,25.56,-1203
2,0,0,3,0,9.96,-1703
2,0,0,3,0,10.11,-1728
2,0,0,3,0,0,0
2,0,0,3,0,0,0
2,0,0,3,0,32.79,-1254
2,0,0,3,0,28.92,-266.8
2,0,0,3,0,27.69,-278.6
2,0,0,3,0,36.5,-230.9
2,0,0,3,0.03684,20.22,-3.612
2,0,0,3,0,32.78,-73.55
2,0,0,3,0,0,0
2,0,0,3,0,27.45,-97.04
2,0,0,3,0,71.45,-16.42
2,0,0,3,0,74.69,-16.91
2,0,0,3,0,0.000112,0
2,0,0,3,0,0.000136,0
2,0,0,3,0,0.000152,0
2,0,0,3,0,20.4,-22.94
2,0,0,3,0,0.000136,0
2,0,0,3,0,0.000113,0
2,0,0,3,0,27.01,-54.64
2,0,0,3,0,26.59,-53.78
2,0,0,3,0,25.17,-50.71
2,0,0,3,0,26.87,-54.14
2,0,0,3,0,26.39,-53.39
2,0,0,3,0,24.72,-49.81
2,0,0,3,0,0.000225,0
2,0,0,3,0,25.77,-91.66
2,0,0,3,0,24.66,-84.88
2,0,0,3,0,23.97,-80.75
2,0,0,3,0,24.85,-87.31
2,0,0,3,0,24.36,-70.62
2,0,0,3,0,21.7,-545.8
2,0,0,3,0,23.5,-1051
2,0,0,3,0,58.16,-205.4
2,0,0,3,0,56.82,-152.9
2,0,0,3,0,56.48,-152
2,0,0,3,0,57.07,-153.6
2,0,0,3,0,20.46,-39.93
2,0,0,3,0,20.03,-66.76
2,0,0,3,0,25.84,-46.67
2,0,0,3,0,23.85,-20.16
2,0,0,3,0,24.05,-19.7
2,0,0,3,0,0.000117,0
2,0,0,3,0.004193,21.01,-2.337
2,0,0,3,0.004042,2.859,-1.029
2,0,0,3,0.004122,2.915,-1.087
2,0,0,3,0.008195,25.77,-4.617
2,0,0,3,0.006529,20.58,-1.315
2,0,0,3,0,23.03,-148.5
2,0,0,3,0,24.6,-119.3
2,0,0,3,0,24.2,-117.4
2,0,0,3,0,25.96,-102.4
2,0,0,3,0,26.37,-102.7
2,0,0,3,0.03711,16.95,-4.113
2,0,0,3,0,18.65,-9.096
2,0,0,3,0,19.24,-9.138
2,0,0,3,0,19.63,-9.323
2,0,0,3,0,18.97,-8.939
2,0,0,3,0,20.06,-9.788
2,0,0,3,0,22.51,-35.01
2,0,0,3,0,21.94,-66.89
2,0,0,3,0,25.45,-660.3
2,0,0,3,0,26.36,-89.28
2,0,0,3,0,28.14,-484.6
2,0,0,3,0,27.75,-478
2,0,0,3,0,27.99,-483.4
2,0,0,3,0,26.01,-420.2
2,0,0,3,0,0.000245,0
2,0,0,3,0,27.15,-82.63
2,0,0,3,0,24.69,-83.93
2,0,0,3,0,27.72,-10.49
2,0,0,3,0,23.93,-106.4
2,0,0,3,0,23.97,-103.1
2,0,0,3,0,29.16,-77.85
2,0,0,3,0,27.06,-77.37
2,0,0,3,0,27.74,-79.31
2,0,0,3,0,29.34,-83.87
2,0,0,3,0,26.76,-41.83
2,0,0,3,0,27.28,-45.8
2,0,0,3,0,25.83,-43.36
2,0,0,3,0,25.7,-43.16
2,0,0,3,0,27.52,-61.63
2,0,0,3,0,26.37,-59.06
2,0,0,3,0,27.08,-60.66
2,0,0,3,0,27.75,-58.64
2,0,0,3,0,59.39,-27.08
2,0,0,3,0,57.95,-26.31
2,0,0,3,0,27.21,-60.98
2,0,0,3,0,26.64,-33.03
2,0,0,3,0,22.49,-50.23
2,0,0,3,0,22.9,-49.17
2,0,0,3,0,24.95,-80.78
2,0,0,3,0,24.58,-89.58
2,0,0,3,0,23.16,-45.92
2,0,0,3,0,29.33,-70.59
2,0,0,3,0,28.2,-29.8
2,0,0,3,0.009444,22.83,-2.098
2,0,0,3,0.009642,23.49,-4.396
2,0,0,3,0,64.76,-24.02
2,0,0,3,0,61.38,-22.77
2,0,0,3,0,24.64,-28.05
2,0,0,3,0,24.64,-28.04
2,0,0,3,0,27.73,-94.01
2,0,0,3,0,23.04,-57.58
2,0,0,3,0,23.09,-54.58
2,0,0,3,0,20.3,-13.51
2,0,0,3,0,0.003704,0
2,0,0,3,0,0.000215,0
2,0,0,3,0.03566,86.45,-9.849
2,0,0,3,0.01621,14.07,-4.716
2,0,0,3,0.1365,6.848,-34.45
