bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
46843,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46844,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46845,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46846,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46847,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46848,1,2.02,330,0,0,1,1,0,500,1,1.1,0.9
46849,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46850,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46851,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46852,2,0,0,0,0,1,1,0,345,1,1.1,0.9
46853,3,0,0,0,0,1,1,0,500,1,1.1,0.9
46854,1,0,0,0,0,1,1,0,69,1,1.1,0.9
46855,1,0,0,0,0,1,1,0,138,1,1.1,0.9
46856,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46857,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46858,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46859,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46860,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46861,1,0,0,0,0,1,1,0,69,1,1.1,0.9
46862,2,0,0,0,0,1,1,0,138,1,1.1,0.9
46863,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46864,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46865,1,0,0,0,0,1,1,0,138,1,1.1,0.9
46866,2,0,0,0,0,1,1,0,69,1,1.1,0.9
46867,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46868,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46869,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46870,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46871,2,0,0,0,0,1,1,0,69,1,1.1,0.9
46872,2,0,0,0,0,1,1,0,69,1,1.1,0.9
46873,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46874,2,0,0,0,0,1,1,0,69,1,1.1,0.9
46875,1,0,0,0,0,1,1,0,138,1,1.1,0.9
46876,2,0,-3.42,0,0,1,1,0,69,1,1.1,0.9
46877,1,0,0,0,0,1,1,0,138,1,1.1,0.9
46878,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46879,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46880,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46881,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46882,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46883,1,0,0,0,0,1,1,0,138,1,1.1,0.9
46884,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46885,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46886,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46887,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46888,2,0,0,0,0,1,1,0,230,1,1.1,0.9
46889,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46890,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46891,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46892,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46893,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46894,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46895,2,0,0,0,0,1,1,0,230,1,1.1,0.9
46896,2,0,0,0,0,1,1,0,230,1,1.1,0.9
46897,2,0,0,0,0,1,1,0,345,1,1.1,0.9
46898,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46899,2,0,0,0,0,1,1,0,230,1,1.1,0.9
46900,2,0,0,0,0,1,1,0,500,1,1.1,0.9
46901,2,0,0,0,0,1,1,0,345,1,1.1,0.9
46902,1,0,0,0,0,1,1,0,230,1,1.1,0.9
46903,1,0,0,0,0,1,1,0,500,1,1.1,0.9
46904,2,0,0,0,0,1,1,0,230,1,1.1,0.9
46905,2,0,0,0,0,1,1,0,138,1,1.1,0.9
46906,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46907,1,0,0,0,0,1,1,0,138,1,1.1,0.9
46908,1,0,0,0,0,1,1,0,345,1,1.1,0.9
46909,2,0,0,0,0,1,1,0,230,1,1.1,0.9
