bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
24,165.5,45.5,140,-49,1.03,235.3,1,221,110
25,167.5,51,124,-22,1.03,235.3,1,200,135
37,305,85.5,190,-19,1.03,426,1,370,240
37,305,85.5,190,-19,1.03,426,1,370,240
38,305,85.5,190,-19,1.03,426,1,370,240
38,305,85.5,190,-19,1.03,426,1,370,240
39,305,85.5,190,-19,1.03,426,1,370,240
40,305,85.5,190,-19,1,426,1,370,240
40,305,85.5,190,-19,1,426,1,370,240
40,305,85.5,190,-19,1,426,1,370,240
41,305,85.5,190,-19,1,426,1,370,240
41,305,85.5,190,-19,1,426,1,370,240
41,305,85.5,190,-19,1,426,1,370,240
57,162.5,59.5,152,-33,1.03,235,1,215,110
57,172.5,59.5,152,-33,1.03,235,1,220,125
58,175,58,149,-33,1.03,235,1,225,125
58,0,0,149,-33,1.03,235,0,225,120
58,167.5,58,149,-33,1.03,235,1,225,110
59,167.5,58,149,-33,1.03,235,1,225,110
60,395,158,363,-47,1,588,1,535,255
61,405,124,348,-100,1,588,1,560,250
70,177,47,105,-11,1.03,235,1,225,129
71,177,47,105,-11,1.03,235,1,225,129
71,0,0,99,-10,1.03,235,0,225,129
72,0,0,105,-11,1,235,0,225,129
72,177,47,105,-11,1,235,1,225,129
73,177,44.5,99,-10,1,235,1,225,129
73,177,47,105,-11,1,235,1,225,129
74,56,30,60,0,1.03,120,1,112,0
94,172.5,62.5,131,-6,1.03,270.6,1,220,125
94,182.5,62.5,131,-6,1.03,270.6,1,225,140
95,177.5,62.5,131,-6,1.03,270.6,1,225,130
95,175,62.5,131,-6,1.03,270.6,1,225,125
95,177.5,62.5,131,-6,1.03,270.6,1,225,130
98,301.5,91,213,-31,1,426,1,383,220
98,300,44,119,-31,1,435.3,1,380,220
115,6,0,0,0,1.03,12,1,12,0
115,3,0,0,0,1.03,6,1,6,0
121,0,0,120,-10,1.03,270.6,0,225,120
122,172.5,55,120,-10,1.03,270.6,1,225,120
123,95,36,73,-1,1.03,150,1,120,70
124,95,36,73,-1,1.03,150,1,120,70
134,0,0,80,0,1.03,150,0,120,70
135,95,40,80,0,1.03,150,1,120,70
136,95,15.5,31,0,1.03,117.5,1,110,80
144,175,50,135,-35,1.03,270.6,1,215,135
145,175,50,135,-35,1.03,270.6,1,215,135
145,180,52.5,140,-35,1.03,270.6,1,225,135
146,180,52,140,-36,1,270.6,1,225,135
146,177.5,50.5,137,-36,1,270.6,1,220,135
152,0,0,72,-29,1.03,150,0,135,-135
152,0,0,72,-29,1.03,150,0,135,-135
153,0,0,72,-29,1.03,150,0,135,-135
153,0,0,72,-29,1.03,150,0,135,-135
154,107,35,85,-15,1.03,150,1,120,94
155,107,35,85,-15,1.03,150,1,120,94
155,0,0,85,-15,1.03,150,0,120,94
169,0,0,25,0,1.03,51.4,0,50,40
