bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
9,74.25,0,500,-500,1,100,1,147,1.5
21,0,0,532.035,-532.035,1,100,0,292,44.1175
23,139.9675,0,136,-136,1,100,1,271,8.935
25,268.4515,0,400,-400,1,100,1,485,51.903
27,473.61425,0,550,-550,1,100,1,933,14.2285
42,45.49025,0,550,-550,1,100,1,85,5.9805
46,110.96225,0,550,-550,1,100,1,196,25.9245
51,133.561,0,550,-550,1,100,1,263,4.122
55,0,0,131.303,-131.303,1,35,0,142,2.85
60,46.25,0,46,-46,1,100,1,91,1.5
70,16.83,0,16,-16,1,100,1,31,2.66
73,164.69225,0,550,-550,1,100,1,309,20.3845
75,486,0,484,-484,1,1020,1,967,5
75,545,0,543,-543,1,1020,1,1085,5
78,109.25,0,550,-550,1,100,1,217,1.5
96,348.5425,0,550,-550,1,100,1,694,3.085
112,97.25,0,97,-97,1,100,1,193,1.5
116,201.25,0,201,-201,1,100,1,401,1.5
119,0,0,284.382,-284.382,1,686,0,265,22.853
129,654.25,0,654,-654,1,686,1,1307,1.5
141,528.25,0,550,-550,1,100,1,1019,37.5
147,445.75,0,445,-445,1,100,1,890,1.5
151,0,0,120.323,-120.323,1,100,0,74,9.669
152,79.925,0,135.878,-135.878,1,35,1,157,2.85
154,177.75,0,177,-177,1,100,1,354,1.5
160,0,0,73,-73,1,40.6,0,146,1.5
163,0,0,186,-186,1,60.67,0,372,4.75
178,0,0,11,-11,1,52.5,0,22,1.5
179,0,0,56.044,-56.044,1,102,0,19,38
182,0,0,32,-32,1,38.65,0,64,3.895
192,0,0,159,-159,1,100,0,317,10.8455
196,0,0,78,-78,1,38.65,0,156,1.5
199,0,0,22,-22,1,126.32,0,44,9.83
199,0,0,176,-176,1,100,0,351,1.93
199,0,0,9.607,-9.607,1,100,0,3,1.5
211,106.25,0,106,-106,1,100,1,211,1.5
217,0,0,297.832,-297.832,1,733,0,10,304
224,0,0,512,-512,1,650,0,1023,213.7
237,0,0,78,-78,1,100,0,156,3.8
243,344.74325,0,550,-550,1,100,1,685,4.4865
252,0,0,69.06,-69.06,1,250,0,49,5.5495
257,0,0,24.979,-24.979,1,25.98,0,14,10.325
263,15.02175,0,21.617,-21.617,1,43.45,1,28,2.0435
267,50.75,0,550,-550,1,100,1,100,1.5
269,247.1715,0,550,-550,1,100,1,475,19.343
274,18.6875,0,18.735,-18.735,1,44,1,35,2.375
286,187.75,0,550,-550,1,100,1,338,37.5
293,21.1875,0,26.764,-26.764,1,73,1,40,2.375
302,0,0,120.323,-120.323,1,6.25,0,2,5.142
305,175.395,0,169,-169,1,100,1,337,13.79
314,0,0,307.92,-307.92,1,370.6,0,339,125.6
322,151.26375,0,550,-550,1,100,1,284,18.5275
332,24.125,0,48.037,-48.037,1,100,1,46,2.25
333,0,0,157,-157,1,100,0,313,1.5
336,0,0,86.467,-86.467,1,234,0,13,94.05
339,192.4875,0,192,-192,1,100,1,384,0.975
350,0,0,66.292,-66.292,1,43.45,0,116,12.9665
351,431.25,0,550,-550,1,100,1,825,37.5
352,0,0,563,-563,1,100,0,1125,17.2845
353,0,0,216,-216,1,213.4,0,432,47.025
356,167.25,0,167,-167,1,100,1,333,1.5
358,117.27075,0,123.525,-123.525,1,100,1,234,0.5415
359,0,0,329,-329,1,595,0,658,62.4
368,95.94525,0,95,-95,1,71.18,1,189,2.8905
371,256.645,0,253,-253,1,64.7,1,506,7.29
371,0,0,118.95,-118.95,1,64.7,0,155,9.559
371,0,0,19.627,-19.627,1,49.4,0,7,6.73
372,109.97425,0,107,-107,1,213.4,1,213,6.9485
375,0,0,49,-49,1,43.45,0,98,2.375
379,360.927,0,330,-330,1,382.6,1,659,62.854
382,0,0,86.467,-86.467,1,234,0,149,47.025
388,751.15125,0,744,-744,1,100,1,1488,14.3025
392,126.50625,0,126,-126,1,100,1,252,1.0125
398,81.75,0,124.44,-124.44,1,19,1,162,1.5
401,0,0,312.244,-312.244,1,369,0,163,63.854
412,130.47425,0,550,-550,1,100,1,248,12.9485
414,708.6385,0,704,-704,1,100,1,1408,9.277
421,621.25,0,621,-621,1,100,1,1241,1.5
431,66.25,0,550,-550,1,100,1,131,1.5
433,114.25,0,550,-550,1,100,1,227,1.5
442,173.34075,0,550,-550,1,100,1,342,4.6815
456,538.75,0,550,-550,1,100,1,1040,37.5
468,85.125,0,78,-78,1,58.71,1,156,14.25
474,0,0,133.133,-133.133,1,52.94,0,5,21.397
