bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
32,138.5,0,258,-258,1,100,1,277,0
33,172,0,2673.6,-2673.6,1,100,1,344,0
39,64.5,0,65,-65,1,100,1,129,0
51,-96.335,0,37.2,-37.2,1,100,1,0,-192.67
124,389.3325,67.16,440.32,-306,1,100,1,612,166.665
150,100.5,0,778.8,-778.8,1,100,1,201,0
179,-36.465,0,174,-174,1,100,1,166,-238.93
194,200.5,0,176,-176,1,100,1,351,50
201,122.5,0,123,-123,1,100,1,245,0
221,-103.59,59.31,183.92,-65.3,1,100,1,0,-207.18
299,629.3325,112.625,721.25,-496,1,100,1,992,266.665
338,93.5,0,94,-94,1,100,1,187,0
352,633.6675,229.675,926.35,-467,1,100,1,934,333.335
389,67,0,67,-67,1,100,1,134,0
413,69.5,27.06,124.12,-70,1,100,1,139,0
440,73,0,73,-73,1,100,1,146,0
442,95.1,0,122,-122,1,100,1,244,-53.8
453,182,37.615,257.23,-182,1,100,1,364,0
489,-23.6,0,64.8,-64.8,1,100,1,96,-143.2
516,251.5,29.895,261.79,-202,1,100,1,403,100
564,603.555,0,638,-638,1,100,1,1276,-68.89
583,-180,1.14,17.88,-15.6,1,100,1,0,-360
615,44.5,0,762,-762,1,100,1,89,0
616,246.5,5.45,217.9,-207,1,100,1,413,80
618,559.1675,0,493,-493,1,100,1,985,133.335
628,100,0,159.6,-159.6,1,100,1,200,0
639,357.2,0,388,-388,1,100,1,776,-61.6
642,529.5,0,530,-530,1,100,1,1059,0
682,79.5,0,80,-80,1,100,1,159,0
686,114.57,0,129,-129,1,100,1,258,-28.86
698,342.5,0,318,-318,1,100,1,635,50
709,106,0,186,-186,1,100,1,212,0
739,260.6675,0,219,-219,1,100,1,438,83.335
749,70,17.845,105.69,-70,1,100,1,140,0
751,106,15.47,136.94,-106,1,100,1,212,0
757,610.5,0,611,-611,1,100,1,1221,0
776,18.235,0,93,-93,1,100,1,185,-148.53
778,42,0,2246.4,-2246.4,1,100,1,84,0
780,151,0,13094.4,-13094.4,1,100,1,302,0
795,132.5,0,13798.8,-13798.8,1,100,1,265,0
803,-40.965,24.245,74.03,-25.54,1,100,1,37,-118.93
807,775.1675,127.735,864.47,-609,1,100,1,1217,333.335
823,840.6675,126.34,926.68,-674,1,100,1,1348,333.335
849,129.5,0,253.2,-253.2,1,100,1,259,0
851,104.5,0,124.8,-124.8,1,100,1,209,0
858,919.8325,0,837,-837,1,100,1,1673,166.665
891,978.5,159.205,1097.41,-779,1,100,1,1557,400
913,1237.1675,0,1096,-1096,1,100,1,2191,283.335
916,178,0,178,-178,1,100,1,356,0
930,348,66.83,406.66,-273,1,100,1,546,150
972,781.1675,159.865,934.73,-615,1,100,1,1229,333.335
976,334.5,0,335,-335,1,100,1,669,0
1001,908.5,0,909,-909,1,100,1,1817,0
1002,476,0,476,-476,1,100,1,952,0
1021,46.465,0,166,-166,1,100,1,332,-239.07
1030,150.5,0,126,-126,1,100,1,251,50
1036,111.5,25.195,137.39,-87,1,100,1,173,50
1043,509,0,74415.6,-74415.6,1,100,1,868,150
1083,136,0,136,-136,1,100,1,272,0
1093,711.5,0,13886.4,-13886.4,1,100,1,1223,200
1100,47,0,47,-47,1,100,1,94,0
1102,-62.77,-3.175,38.05,-44.4,1,100,1,40,-165.54
1121,216,0,216,-216,1,100,1,432,0
1173,-83.135,0,21.6,-21.6,1,100,1,0,-166.27
1174,243,0,243,-243,1,100,1,486,0
1175,273.5,0,224,-224,1,100,1,447,100
1237,751.1675,160.805,906.61,-585,1,100,1,1169,333.335
1241,59,0,75.6,-75.6,1,100,1,118,0
1251,709.5,0,610,-610,1,100,1,1219,200
1271,53.5,0,121,-121,1,100,1,241,-134
1295,-82.735,12.02,36.92,-12.88,1,100,1,0,-165.47
1341,112,0,112,-112,1,100,1,224,0
1354,-164.335,2.24,38.08,-33.6,1,100,1,0,-328.67
1391,71.5,0,72,-72,1,100,1,143,0
1399,2.1,0,119,-119,1,100,1,237,-232.8
1409,1170.1675,0,1104,-1104,1,100,1,2207,133.335
1422,68.165,0,136,-136,1,100,1,271,-134.67
1436,163.5,0,14619.6,-14619.6,1,100,1,327,0
1458,626.1675,217.615,895.23,-460,1,100,1,919,333.335
1475,529.5,0,455,-455,1,100,1,909,150
1478,147.5,0,148,-148,1,100,1,295,0
1498,244.5,0,245,-245,1,100,1,489,0
1570,285.6675,0,269,-269,1,100,1,538,33.335
1604,57.5,0,58,-58,1,100,1,115,0
