bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
6,0,0,33.333,-33.333,0.995,100,0,63,28.5
23,264.158,0,183,-183,0.995,100,1,526.316,2
25,0,0,22.5,-22.5,0.995,67.5,0,280,2
25,0,0,22.5,-22.5,0.995,67.5,0,60.43,14.25
31,85.3615,0,160,-160,0.995,100,1,136.038,34.685
33,0,0,19.29,-19.29,0.995,57.87,0,46.2,11.4
35,0,0,33.127,-33.127,0.995,99.38,0,288,2
35,0,0,23.05,-23.05,0.995,69.15,0,300,2
35,0,0,16.237,-16.237,0.995,48.71,0,40.14,25.14
43,151.091,0,160,-160,0.995,100,1,301.053,1.129
45,0,0,67.75,-67.75,0.995,203.25,0,173.25,50.54
46,33.616,0,160,-160,0.995,100,1,55.716,11.516
47,42.0025,0,160,-160,0.995,100,1,68.734,15.271
52,69.6935,0,160,-160,0.995,100,1,111.717,27.67
55,85.337,0,160,-160,0.995,100,1,136,34.674
59,150.864,-18.734,66.11,-103.578,0.995,100,1,297.895,3.833
65,136.328,44.631,92.232,-2.97,0.995,27.8,1,265.263,7.393
65,0,0,9.267,-9.267,0.995,27.8,0,25.2,4.75
71,41.468,0,160,-160,0.995,100,1,67.904,15.032
80,0,0,9.267,-9.267,0.995,27.8,0,26.25,4.75
80,0,0,9.267,-9.267,0.995,27.8,0,25.2,2
86,51.443,0,160,-160,0.995,100,1,83.388,19.498
87,0,0,95.526,-95.526,0.995,100,0,274.737,2
90,36.118,0,160,-160,0.995,100,1,59.599,12.637
93,134.114,0,160,-160,0.995,100,1,265.263,2.965
98,0,0,33.333,-33.333,0.995,100,0,65.268,50.268
99,0,0,52.613,-1,0.995,163.45,0,151.316,70
100,0,0,52.613,-1,0.995,148.19,0,151.316,70
100,0,0,33.333,-33.333,0.995,100,0,28.104,13.104
105,65.658,0,43.92,-43.92,0.995,100,1,126.316,5
116,0,0,50.325,-40,0.995,147.7,0,144.737,32
117,0,0,37.667,-37.667,0.995,113,0,113,32
121,0,0,45,-45,0.995,135,0,135,35
131,0,0,8.333,-8.333,0.995,25,0,25,10
131,0,0,8.333,-8.333,0.995,25,0,25,10
131,0,0,11.438,-11.438,0.995,30,0,32.895,10
131,0,0,9.15,-9.15,0.995,25,0,26.316,10
133,0,0,33.333,-33.333,0.995,100,0,295,2.396
134,28.816,0,16.667,-16.667,0.995,50,1,52.632,5
151,0,0,43.92,-1,0.995,120,0,126.316,70
151,92.3245,21.46,43.92,-1,0.995,120,1,126.316,58.333
151,65.658,0,43.92,-43.92,0.995,100,1,126.316,5
152,118.4435,26.9485,54.897,-1,0.995,144,1,157.887,79
152,0,0,36.667,-36.667,0.995,110,0,110,79
156,0,0,33.333,-33.333,0.995,100,0,62.466,47.466
159,154.229,0,160,-160,0.995,100,1,308.421,0.037
179,68.158,0,43.92,-43.92,0.995,100,1,126.316,10
190,50.9945,0,160,-160,0.995,100,1,83.856,18.133
221,0,0,123.333,-123.333,0.995,370,0,370,240
221,0,0,123.333,-123.333,0.995,370,0,370,240
221,0,0,157.837,-23.75,0.995,449.45,0,453.947,240
222,363.421,75.1375,169.275,-19,0.995,455.56,1,486.842,240
222,0,0,135.42,-19,0.995,397.31,0,389.474,240
223,599.6645,85.5,190,-19,0.995,616.84,1,1148.453,50.876
223,599.6645,85.5,190,-19,0.995,616.84,1,1148.453,50.876
223,599.6645,85.5,190,-19,0.995,616.84,1,1148.453,50.876
224,0,0,169.275,-19,0.995,451.84,0,486.842,240
224,343.684,68.275,155.55,-19,0.995,416.51,1,447.368,240
224,343.684,68.275,155.55,-19,0.995,416.51,1,447.368,240
233,114.9395,0,160,-160,0.995,100,1,186.779,43.1
236,0,0,50.325,-15,0.995,166.81,0,144.737,91.667
236,264.158,0,183,-183,0.995,120,1,526.316,2
246,350.263,70.5625,160.125,-19,0.995,477.9,1,460.526,240
250,0,0,10.98,-10.98,0.995,30,0,31.579,2
256,134.684,0,92.964,-92.964,0.995,0.43,1,267.368,2
267,156.05,0,160,-160,0.995,100,1,309.474,2.626
268,259.8835,0,160,-160,0.995,100,1,422.316,97.451
272,46.826,0,160,-160,0.995,100,1,78.395,15.257
275,39.1815,0,160,-160,0.995,100,1,76.902,1.461
281,144.049,0,160,-160,0.995,100,1,286.316,1.782
293,0,0,76.667,-76.667,0.995,230,0,173.25,117.8
296,0,0,76.667,-76.667,0.995,230,0,173.25,117.8
298,16.787,0,160,-160,0.995,100,1,29.593,3.981
303,65.658,0,43.92,-43.92,0.995,100,1,126.316,5
304,0,0,33.333,-33.333,0.995,100,0,44.434,29.434
305,0,0,76.667,-76.667,0.995,230,0,173.25,117.8
307,22.7335,0,160,-160,0.995,100,1,38.823,6.644
309,0,0,147.09,-81.3,0.995,300,0,519.615,198.808
326,0,0,76.667,-76.667,0.995,230,0,173.25,117.8
335,0,0,76.667,-76.667,0.995,230,0,173.25,117.8
337,137.2695,0,160,-160,0.995,100,1,272.632,1.907
342,0,0,99.918,-99.918,0.995,100,0,287.368,2
345,16.223,0,160,-160,0.995,100,1,28.717,3.729
350,84.149,0,160,-160,0.995,100,1,134.156,34.142
352,0,0,302.333,-302.333,0.995,907,0,254,2
353,75.017,0,160,-160,0.995,100,1,124.492,25.542
357,0,0,33.333,-33.333,0.995,100,0,137.965,122.965
361,327.7325,0,160,-160,0.995,100,1,526.43,129.035
364,0,0,33.333,-33.333,0.995,100,0,42.029,27.029
370,0,0,92.945,-62,0.995,216.55,0,267.313,99.538
370,0,0,92.945,-62,0.995,179,0,267.313,99.538
370,0,0,92.945,-75,0.995,179,0,267.313,99.538
371,0,0,65.514,-65.514,0.995,179,0,188.421,2
373,41.9475,0,20.13,-20.13,0.995,58.99,1,57.895,26
374,0,0,18.333,-18.333,0.995,55,0,55,26
375,0,0,107.604,-107.604,0.995,0.36,0,309.474,2
376,0,0,9.516,-9.516,0.995,26,0,27.368,2
376,0,0,33.333,-33.333,0.995,100,0,261,3.293
380,0,0,33.333,-33.333,0.995,100,0,33.035,18.035
384,0,0,6.588,-6.588,0.995,18,0,18.947,2
385,12.579,0,8.052,-8.052,0.995,22,1,23.158,2
390,0,0,33.333,-33.333,0.995,100,0,28.078,13.078
391,156.7895,0,108.336,-108.336,0.995,0.24,1,311.579,2
395,0,0,97.722,-97.722,0.995,2,0,281.053,2
401,0,0,94.794,-94.794,0.995,1,0,272.632,2
402,0,0,96.258,-96.258,0.995,1.08,0,276.842,2
408,0,0,107.97,-107.97,0.995,0.12,0,310.526,2
414,0,0,100.65,-100.65,0.995,9,0,289.474,2
416,146.263,0,101.016,-101.016,0.995,0.24,1,290.526,2
422,63.5965,0,160,-160,0.995,100,1,123.413,3.78
