bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
4,0,0,84,-84,1.01111,100,0,167,0
4,0,0,38,-38,1.01111,100,0,75,0
5,0,0,22,-22,1.00794,100,0,44,0
11,132.5,0,133,-133,1,100,1,265,0
11,0,0,24,-24,1,100,0,47,0
17,0,0,17,-17,1.02222,100,0,34,0
19,0,0,40,-40,1,100,0,79,0
22,0,0,23,-23,1.01588,100,0,46,0
24,0,0,115,-115,1.03333,100,0,230,0
24,0,0,4,-4,1.03333,100,0,7,0
25,313.5,0,314,-314,1.02222,100,1,627,0
25,0,0,15,-15,1.02222,100,0,29,0
40,0,0,63,-63,1.02778,100,0,125,0
47,73.5,0,74,-74,1,100,1,147,0
47,33,0,33,-33,1,100,1,66,0
48,0,0,65,-65,1,100,0,130,0
48,0,0,34,-34,1,100,0,68,0
57,55,0,55,-55,1,100,1,110,0
64,0,0,194,-194,0.98889,100,0,388,0
64,0,0,11,-11,0.98889,100,0,21,0
69,0,0,137,-137,1.00794,100,0,273,0
70,0,0,22,-22,1.01588,100,0,44,0
85,0,0,10,-10,1,100,0,20,0
86,0,0,40,-40,1.02222,100,0,79,0
102,135.5,0,380.4,-380.4,1.01588,100,1,271,0
122,177.5,0,178,-178,1.01588,100,1,355,0
124,0,0,92,-92,1.02222,100,0,183,0
125,22.5,0,23,-23,1.01588,100,1,45,0
125,22.5,0,23,-23,1.01588,100,1,45,0
132,29,0,34.8,-34.8,1,100,1,58,0
132,0,0.8,20,-20,1,100,0,40,0
132,0,0.8,175,-175,1,100,0,349,0
132,0,0.8,26,-26,1,100,0,52,0
137,0,-0.2,17,-17,1.01587,100,0,34,0
137,47.5,0,48,-48,1.01587,100,1,95,0
155,0,0.47,49,-49,1,100,0,98,0
158,42.5,0,43,-43,0.94444,100,1,85,0
158,57.5,0,58,-58,0.94444,100,1,115,0
176,0,0.78,12,-12,1,100,0,23,0
187,0,1.92,58,-58,1,100,0,116,0
187,0,1.91,38,-38,1,100,0,76,0
190,0,-0.37,19,-19,0.94444,100,0,38,0
192,72.5,0,73,-73,1,100,1,145,0
194,137,0,137,-137,1,100,1,274,0
194,113.5,0,114,-114,1,100,1,227,0
217,0,0,60,-60,1.02222,100,0,120,0
224,0,0.79,2,-2,1,100,0,4,0
227,0,0,108,-108,1.00794,100,0,216,0
236,0,0,11,-11,1,100,0,21,0
236,0,0,5,-5,1,100,0,10,0
238,0,0,37,-37,1.02222,100,0,74,0
238,104.5,0,105,-105,1.02222,100,1,209,0
246,0,0,15,-15,1,100,0,29,0
246,0,-0.31,87,-87,1,100,0,174,0
246,0,-0.31,85,-85,1,100,0,170,0
246,0,-0.31,81,-81,1,100,0,161,0
256,56,0,56,-56,1,100,1,112,0
256,26,0,26,-26,1,100,1,52,0
258,40.5,0,44.4,-44.4,1,100,1,81,0
261,0,1.78,147,-147,1,100,0,294,0
269,0,0,36,-36,1,100,0,72,0
282,0,-0.32,195,-195,1,100,0,389,0
295,0,0,9,-9,0.98889,100,0,17,0
296,70,0,70,-70,1.01588,100,1,140,0
305,0,-6.56,156,-156,1,100,0,312,0
312,58,0,74.4,-74.4,1,100,1,116,0
312,64,0,74.4,-74.4,1,100,1,128,0
317,0,0,0,0,1,100,0,0,-7
317,0,0,0,0,1,100,0,0,-7
319,0,0.1,124,-124,1,100,0,248,0
325,0,-0.29,64,-64,1,100,0,128,0
332,0,1.22,86,-86,1.01587,100,0,172,0
333,0,4.72,23,-23,1.02333,100,0,46,0
336,32,0,72,-72,1,100,1,64,0
338,0,1.74,19,-19,1,100,0,38,0
338,0,0.1,22,-22,1,100,0,44,0
345,0,0,31,-31,1.02778,100,0,61,0
345,0,0,21,-21,1.02778,100,0,41,0
348,0,0,28,-28,1.02222,100,0,56,0
357,0,0,100,-100,1.01588,100,0,199,0
357,0,0,21,-21,1.01588,100,0,41,0
364,462.5,0,463,-463,1.04666,100,1,925,0
391,0,0,19,-19,1,100,0,37,0
409,0,1.09,9,-9,1.01587,100,0,17,0
411,0,0,20,-20,1.02222,100,0,40,0
411,0,0,8,-8,1.02222,100,0,16,0
431,0,0,53,-53,1,100,0,106,0
440,0,1.25,10.96,-11.99,1,100,0,8,0
447,45,0,45,-45,1.01587,100,1,90,0
462,0,0,30,-30,1.00794,100,0,59,0
462,0,0,5,-5,1.00794,100,0,10,0
464,47.75,0,48,-48,0.98822,100,1,95,0.5
464,16.75,0,17,-17,0.98822,100,1,33,0.5
466,0,0,19,-10,1.00794,100,0,20,0.5
470,0,-0.68,7,-7,1,100,0,14,0
470,0,-2.11,6,-6,1,100,0,11,0
479,0,-0.24,17,-16,1,100,0,5,0
479,0,-0.24,50,-50,1,100,0,99,0
