fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
1,650,0.0440029,0.231829,0.00416148,96,96,96,0,0,1,-30,30
1,903,0.0065188,0.0661654,0.00134025,154,154,154,0,0,1,-30,30
1,905,0.00333213,0.0364493,0.000759498,162,162,162,0,0,1,-30,30
2,683,0.00217379,0.00836299,0.00228418,159,159,159,0,0,1,-30,30
2,75692,0.000794052,0.00603894,0.00189761,253,259,259,0,0,1,-30,30
2,75693,0.00171474,0.00963476,0.00285464,207,211,211,0,0,1,-30,30
2,75696,0.000335965,0.00356044,0.00105683,307,307,307,0,0,1,-30,30
3,6,0.000176282,0.00201502,3.8408e-05,162,162,162,0,0,1,-30,30
3,236,0.000999816,0.0101479,0.000205553,154,154,154,0,0,1,-30,30
4,12,0.00416723,0.0203445,0.000426326,96,96,96,0,0,1,-30,30
4,276,0.0224763,0.0550162,0.000940668,59,59,59,0,0,1,-30,30
4,279,0.0107478,0.0284044,0.000415527,59,59,59,0,0,1,-30,30
4,280,0.00392264,0.0429089,0.000894099,162,162,189,0,0,1,-30,30
5,952,0.00413977,0.0227157,0.00600443,193,193,193,0,0,1,-30,30
5,75764,0.0101647,0.0258509,0.00654076,118,118,118,0,0,1,-30,30
5,75765,0.00107397,0.0129703,0.00735527,523,523,523,0,0,1,-30,30
6,236,0.00134834,0.00934307,0.000192108,119,119,119,0,0,1,-30,30
6,237,0.00099799,0.0100539,0.000247701,162,162,162,0,0,1,-30,30
6,268,0.00525814,0.0231672,0.00040241,88,88,88,0,0,1,-30,30
7,623,0.0164766,0.0763537,0.00146439,92,92,92,0,0,1,-30,30
7,625,0.0190739,0.0763651,0.00120242,80,80,80,0,0,1,-30,30
7,630,0.0259444,0.0685671,0.00100308,59,59,59,0,0,1,-30,30
7,631,0.0259797,0.0737234,0.00115837,64,64,64,0,0,1,-30,30
8,812,0.0016434,0.0104086,0.000176556,110,110,110,0,0,1,-30,30
8,821,0.00505125,0.0133495,0.00019529,59,59,59,0,0,1,-30,30
8,822,0.0103604,0.0266324,0.000412168,59,59,59,0,0,1,-30,30
8,825,0.0132758,0.0478046,0.000648196,71,71,71,0,0,1,-30,30
9,733,0.0267622,0.068061,0.00107627,59,59,89,0,0,1,-30,30
9,753,0.00613338,0.015598,0.000246653,59,59,59,0,0,1,-30,30
10,857,0.0494122,0.120953,0.00206815,59,59,59,0,0,1,-30,30
10,900,0.0262592,0.0845586,0.00144043,71,71,71,0,0,1,-30,30
10,902,0.0107217,0.0283354,0.000414519,59,59,59,0,0,1,-30,30
10,903,0.0503083,0.167837,0.00266057,71,71,71,0,0,1,-30,30
11,217,0.0307067,0.0811536,0.00118722,59,59,59,0,0,1,-30,30
11,232,0.00430046,0.0261353,0.000482141,114,124,189,0,0,1,-30,30
11,233,0.0023338,0.014348,0.000258606,113,124,189,0,0,1,-30,30
11,234,0.00051065,0.00268991,4.82743e-05,112,129,189,0,0,1,-30,30
11,236,0.00157611,0.018016,0.0003434,162,162,162,0,0,1,-30,30
12,691,0.0231131,0.0536516,0.00102157,59,59,59,0,0,1,-30,30
12,696,0.0122117,0.0298908,0.000511069,59,59,119,0,0,1,-30,30
13,432,0.0101208,0.0389365,0.00066467,80,80,80,0,0,1,-30,30
14,273,0.0201074,0.0531404,0.000777397,59,59,59,0,0,1,-30,30
14,274,0.0121377,0.0308679,0.000488117,60,63,119,0,0,1,-30,30
14,275,0.00477114,0.0101862,0.000229945,59,59,59,0,0,1,-30,30
14,693,0.0101168,0.0257285,0.000406848,59,59,89,0,0,1,-30,30
15,730,0.0132214,0.0795486,0.00108951,96,96,96,0,0,1,-30,30
15,753,0.00623368,0.0141399,0.00028208,59,59,59,0,0,1,-30,30
16,503,0.00720124,0.0183138,0.000289597,59,59,119,0,0,1,-30,30
17,507,0.00175376,0.00923813,0.000165791,96,96,96,0,0,1,-30,30
17,508,0.0034377,0.00779775,0.000155559,59,59,59,0,0,1,-30,30
17,509,0.00367076,0.00970113,0.000141917,59,59,59,0,0,1,-30,30
18,500,0.00647188,0.0319721,0.000583602,95,95,95,0,0,1,-30,30
18,527,0.011044,0.0291872,0.000426979,59,59,59,0,0,1,-30,30
18,529,0.0124499,0.0304738,0.000521038,59,59,59,0,0,1,-30,30
19,326,0.0109915,0.0279529,0.000442021,59,59,59,0,0,1,-30,30
19,807,0.0238644,0.0955458,0.00150445,80,80,80,0,0,1,-30,30
20,960,0.000729057,0.0038404,0.00110274,193,193,193,0,0,1,-30,30
20,75769,0.00559295,0.0142238,0.00359878,118,118,118,0,0,1,-30,30
21,290,0.0168789,0.0535948,0.000939692,71,71,71,0,0,1,-30,30
