bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
17,170,55,120,-10,1.03,233.2,1,200,140
18,170,55,120,-10,1.03,233.2,1,200,140
26,330,105,220,-10,1.03,430.5,1,370,290
26,325,105,220,-10,1.03,421.9,1,360,290
27,325,105,220,-10,1.03,421.9,1,360,290
27,330,105,220,-10,1.03,430.5,1,370,290
27,330,105,220,-10,1.03,430.5,1,370,290
28,330,105,220,-10,1,430.5,1,370,290
28,330,105,220,-10,1,430.5,1,370,290
28,330,105,220,-10,1,430.5,1,370,290
29,330,105,220,-10,1,430.5,1,370,290
29,330,105,220,-10,1,430.5,1,370,290
29,330,105,220,-10,1,430.5,1,370,290
43,175,50,120,-20,1.03,246.2,1,215,135
43,0,0,120,-20,1.03,275.3,0,247.8,135
43,191.4,50,120,-20,1.03,275.3,1,247.8,135
44,180,50,120,-20,1.03,255,1,225,135
44,180,50,120,-20,1.03,255,1,225,135
44,0,0,120,-20,1.03,255,0,225,135
45,0,0,350,-40,1,610.3,0,500,350
45,425,155,350,-40,1,610.3,1,500,350
55,177.5,50,120,-20,1.03,255,1,225,130
56,177.5,49.9995,120,-20.001,1.03,255,1,225,130
56,177.5,49.9995,120,-20.001,1.03,255,1,225,130
57,177.5,50,120,-20,1,255,1,225,130
58,0,0,120,-20,1,255,0,225,130
58,177.5,49.997,120,-20.006,1,255,1,225,130
58,177.5,49.997,120,-20.006,1,255,1,225,130
59,78.5,16.82,33.64,0,1.03,85.4,1,78.5,78.5
78,182.5,55,105,5,1.03,248.3,1,225,140
78,182.5,55,105,5,1.03,248.3,1,225,140
79,0,0,105,5,1.03,243.8,0,220,140
79,0,0,105,5,1.03,248.3,0,225,140
79,182.5,55,105,5,1.03,248.3,1,225,140
82,300,77.5,192,-37,1,425.8,1,380,220
82,295,77.5,174,-19,1,408.9,1,370,220
104,179.5,32.5,113,-48,1.03,251.8,1,225,134
105,179.5,32.5,113,-48,1.03,251.8,1,225,134
106,99.5,42.5,90,-5,1.03,150,1,120,79
107,99.5,42.5,90,-5,1.03,150,1,120,79
116,0,0,90,-20,1.03,150,0,120,90
117,95,35,90,-20,1.03,150,1,120,70
118,95,50.5,68,33,1.03,129.3,1,110,80
125,187.5,51,113,-11,1.03,242.9,1,215,160
126,182.5,39.5,84,-5,1.03,240.2,1,225,140
126,0,0,80,-5,1.03,229.4,0,215,160
127,182.5,35.751,79,-7.498,1,238.5,1,225,140
127,190,45,100,-10,1,241.7,1,220,160
132,99.5,1,40,-38,1.03,131.2,1,125,74
132,99.5,1,40,-38,1.03,131.2,1,125,74
133,0,0,40,-38,1.03,131.2,0,125,74
133,99.5,1,40,-38,1.03,131.2,1,125,74
134,0,0,90,0,1.03,150,0,120,102
134,110,45,90,0,1.03,150,1,120,100
135,0,0,90,0,1.03,150,0,120,102
146,40,6,12,0,1.03,51.4,1,50,30
146,40,6,12,0,1.03,51.4,1,50,30
147,0,0,90,0,1.03,150,0,120,90
148,156,60,120,0,1.03,252.4,1,222,90
148,0,0,120,0,1.03,237.5,0,205,135
148,0,0,120,0,1.03,237.5,0,205,135
148,156,60,120,0,1.03,252.4,1,222,90
150,156,60,120,0,1,252.4,1,222,90
151,156,60,120,0,1,252.4,1,222,90
151,156,60,120,0,1,252.4,1,222,90
155,164.5,60,120,0,1.03,263.9,1,235,94
155,164.5,60,120,0,1.03,263.9,1,235,94
155,0,0,120,0,1.03,237.5,0,205,130
155,182.5,60,120,0,1.03,287.3,1,261,104
156,0,0,120,0,1.03,237.5,0,205,130
156,167.5,60,120,0,1.03,237.5,1,205,130
156,163,60,120,0,1.03,238.4,1,206,120
156,163,60,120,0,1.03,238.4,1,206,120
159,163,60,120,0,1,238.4,1,206,120
165,175,59.9955,120,-0.009,1.03,233.2,1,200,150
165,175,59.9955,120,-0.009,1.03,233.2,1,200,150
166,175,60,120,0,1.03,233.2,1,200,150
166,175,60,120,0,1.03,233.2,1,200,150
205,159.5,25,110,-60,1,210.1,1,179,140
205,159.5,25,110,-60,1,210.1,1,179,140
205,0,0,110,-60,1,210.1,0,179,140
206,159.5,25,110,-60,1,210.1,1,179,140
215,37.079,10,20,0,1.035,58.5,1,37.079,37.079
215,33.708,10,20,0,1.035,53.9,1,33.708,33.708
215,33.708,10,20,0,1.035,53.9,1,33.708,33.708
215,15.506,10,20,0,1.035,30.5,1,15.506,15.506
239,4,4,8,0,1.035,15.4,1,4,4
246,330,103,220,-14,1.035,430.5,1,370,290
291,2,1,2,0,1.035,3.2,1,2,2
294,3,1,2,0,1.035,4.8,1,3,3
306,9.167,3.5,7,0,1.035,24,1,9.167,9.167
306,16.296,3.5,7,0,1.035,27.9,1,16.296,16.296
306,11.204,6.808,7.616,6,1.035,31,1,11.204,11.204
306,9.167,3.5,7,0,1.035,26.9,1,9.167,9.167
306,9.167,3.964,7.928,0,1.035,28.1,1,9.167,9.167
307,36.5,7.5,15,0,1.035,57,1,36.5,36.5
307,36.5,7.5,15,0,1.035,57,1,36.5,36.5
308,32,7.5,15,0,1.035,36.7,1,32,32
308,40,8.798,17.596,0,1.035,57.7,1,40,40
310,35,10,20,0,1.035,53.9,1,35,35
310,75,13.6235,27.247,0,1.035,103.6,1,75,75
311,45,20,40,0,1.035,64,1,45,45
362,37.8,6,12,0,1.035,47.8,1,37.8,37.8
363,37.8,6,12,0,1.035,47.8,1,37.8,37.8
364,37.8,6,12,0,1.035,47.8,1,37.8,37.8
364,45,6,12,0,1.035,71,1,45,45
365,37.8,6,12,0,1.035,47.8,1,37.8,37.8
365,37.8,6,12,0,1.035,47.8,1,37.8,37.8
382,35,5,10,0,1.035,55.9,1,55,15
382,173,55,120,-10,1.035,255.9,1,226,120
383,35,5,10,0,1.035,55.9,1,55,15
386,3,1,2,0,1.035,4.8,1,3,3
421,4,2,4,0,1.035,7.7,1,4,4
431,7,4,8,0,1.035,13.6,1,7,7
440,2.5,1,2,0,1.035,3.6,1,2.5,2.5
447,3.5,10,20,0,1.035,21.3,1,3.5,3.5
447,3.5,10,20,0,1.035,21.3,1,3.5,3.5
463,0,1,2,0,1.035,4,1,0,0
482,1.4,0.35,0.7,0,1.035,1.7,1,1.4,1.4
490,3.5,1.5,3,0,1.035,5.3,1,3.5,3.5
522,0,0.5,1,0,1.035,1.9,1,0,0
533,0.5,0.5,1,0,1.035,1.9,1,0.5,0.5
534,35.89,7,14,0,1.035,53.9,1,35.89,35.89
534,22.086,7,14,0,1.035,34.9,1,22.086,22.086
534,22.086,7,14,0,1.035,34.9,1,22.086,22.086
534,72.469,12.0005,24.001,0,1.035,107.7,1,72.469,72.469
534,72.469,12.0005,24.001,0,1.035,107.7,1,72.469,72.469
535,24.573,8.75,17.5,0,1.035,36.5,1,24.573,24.573
535,23.805,8.75,17.5,0,1.035,35.6,1,23.805,23.805
535,95.99,14.001,28.002,0,1.035,128.1,1,95.99,95.99
535,80.631,14.001,28.002,0,1.035,108.7,1,80.631,80.631
549,1.4,0.35,0.7,0,1.035,1.7,1,1.4,1.4
557,25.724,2.526,5.052,0,1.035,34.4,1,25.724,25.724
557,21.184,2.526,5.052,0,1.035,28.5,1,21.184,21.184
557,19.671,2.5,5,0,1.035,26.5,1,19.671,19.671
557,22.697,2.526,5.052,0,1.035,30.4,1,22.697,22.697
557,25.724,2.526,5.052,0,1.035,34.4,1,25.724,25.724
558,31.032,2.532,5.064,0,1.035,34.4,1,31.032,31.032
558,31.032,2.532,5.064,0,1.035,34.4,1,31.032,31.032
558,22.817,2.5,5,0,1.035,26.5,1,22.817,22.817
558,30.119,2.532,5.064,0,1.035,34.4,1,30.119,30.119
