bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
1,0,0,112.8,-112.8,1,100,1,0,0
4,0,0,300,-300,1,100,1,0,0
6,0,0,115.2,-115.2,1,100,1,0,0
8,0,0,300,-300,1,100,1,0,0
10,401,0,401,-401,1,100,1,802,0
12,379.5,0,380,-380,1,100,1,759,0
15,0,0,99.6,-99.6,1,100,1,0,0
18,0,0,103.2,-103.2,1,100,1,0,0
19,0,0,97.2,-97.2,1,100,1,0,0
24,0,0,300,-300,1,100,1,0,0
25,1.5,0,153.6,-153.6,1,100,1,3,0
26,284,0,284,-284,1,100,1,568,0
27,0,0,300,-300,1,100,1,0,0
31,262,0,262,-262,1,100,1,524,0
32,0,0,99.6,-99.6,1,100,1,0,0
34,0,0,177.6,-177.6,1,100,1,0,0
36,0,0,73.2,-73.2,1,100,1,0,0
40,0,0,300,-300,1,100,1,0,0
42,0,0,300,-300,1,100,1,0,0
46,251.5,0,252,-252,1,100,1,503,0
49,203.5,0,271.2,-271.2,1,100,1,407,0
54,268.5,0,269,-269,1,100,1,537,0
55,0,0,32.4,-32.4,1,100,1,0,0
56,0,0,27.6,-27.6,1,100,1,0,0
59,391,0,391,-391,1,100,1,782,0
61,82.5,0,98,-98,1,100,1,165,0
62,0,0,20,-20,1,100,1,0,0
65,578,0,578,-578,1,100,1,1156,0
66,69.5,65,200,-70,1,100,1,139,0
69,56.5,0,300,-300,1,100,1,113,0
70,0,0,318,-318,1,100,1,0,0
72,0,0,100,-100,1,100,1,0,0
73,0,0,100,-100,1,100,1,0,0
74,0,0,87.6,-87.6,1,100,1,0,0
76,0,0,39.6,-39.6,1,100,1,0,0
77,0,0,208.8,-208.8,1,100,1,0,0
80,152.5,10.5,255,-234,1,100,1,305,0
85,0,0,271.2,-271.2,1,100,1,0,0
87,79.5,0,80,-80,1,100,1,159,0
89,574,0,574,-574,1,100,1,1148,0
90,0,0,300,-300,1,100,1,0,0
91,0,0,100,-100,1,100,1,0,0
92,0,3,9,-3,1,100,1,0,0
99,0,0,100,-100,1,100,1,0,0
100,457.5,0,458,-458,1,100,1,915,0
103,168,0,168,-168,1,100,1,336,0
104,0,0,82.8,-82.8,1,100,1,0,0
105,0,0,61.2,-61.2,1,100,1,0,0
107,0,0,200,-200,1,100,1,0,0
110,0,0,84,-84,1,100,1,0,0
111,94.5,0,95,-95,1,100,1,189,0
112,0,450,1000,-100,1,100,1,0,0
113,0,25,200,-150,1,100,1,0,0
116,0,0,1000,-1000,1,100,1,0,0
