bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
4,0,0,223,-223,1.01111,100,0,446,0
4,0,0,6,-6,1.01111,100,0,11,0
5,0,0,30,-30,1.00794,100,0,59,0
11,0,0,38,-38,1,100,0,76,0
11,0,0,2,-2,1,100,0,4,0
17,0,0,35,-35,1.02222,100,0,69,0
19,0,0,3,-3,1,100,0,5,0
22,0,0,84,-84,1.01588,100,0,167,0
24,0,0,18,-18,1.03333,100,0,36,0
24,0,0,39,-39,1.03333,100,0,78,0
25,0,0,128,-128,1.02222,100,0,255,0
25,0,0,68,-68,1.02222,100,0,136,0
40,0,0,17,-17,1.02778,100,0,34,0
47,0,-3.11,9.5,-9.5,1,100,0,9,0
47,0,-3.11,23,-23,1,100,0,45,0
48,0,0,46,-46,1,100,0,92,0
48,0,0,88,-88,1,100,0,175,0
57,67.5,0,68,-68,1,100,1,135,0
64,0,0,29,-29,0.98889,100,0,57,0
64,0,0,8,-8,0.98889,100,0,16,0
69,82,0,82,-82,1.00794,100,1,164,0
70,0,0,240,-240,1.01588,100,0,479,0
85,0,0,38,-38,1,100,0,75,0
86,0,0,79,-79,1.02222,100,0,157,0
102,187,0,230.4,-230.4,1.01588,100,1,374,0
122,0,-0.8,7,-7,1.01588,100,0,13,0
124,0,0,174,-174,1.02222,100,0,347,0
125,25.5,0,26,-26,1.01588,100,1,51,0
125,0,0,21,-21,1.01588,100,0,41,0
132,0,0.75,39,-39,1,100,0,78,0
132,0,0.75,53,-53,1,100,0,106,0
132,0,0.75,41,-41,1,100,0,81,0
132,0,0.75,39,-39,1,100,0,78,0
137,0,-0.8,15,-15,1.01587,100,0,30,0
137,0,-0.8,6,-6,1.01587,100,0,12,0
156,0,1.5,28,-28,1,100,0,55,0
159,0,1.1,10,-13,0.94444,100,0,10,0
159,0,-1.9,16,-16,0.94444,100,0,31,0
178,0,-1.31,66,-66,1,100,0,131,0
191,0,-0.09,15,-15,1,100,0,29,0
191,0,-0.09,27,-27,1,100,0,53,0
193,0,-2.64,79,-79,0.94444,100,0,158,0
195,0,0,10,-10,1,100,0,20,0
197,28.5,0,29,-29,1,100,1,57,0
197,98.5,0,99,-99,1,100,1,197,0
220,0,0,39,-39,1.02222,100,0,78,0
227,0,0,16,-16,1,100,0,31,0
230,0,0,5,-5,1.00794,100,0,10,0
239,0,0,115,-115,1,100,0,230,0
