bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
4,0,0,0,0,1.0111115,100,0,12,0
4,0,0,0,0,1.0111115,100,0,10,0
5,0,0,0,0,1.0079355,100,0,9.1,0
11,14,0,0,0,1.000001,100,1,28,0
11,0,0,0,0,1.000001,100,0,18,0
17,0,0,0,0,1.022224,100,0,8.2,0
19,0,0,0,0,0.999999,100,0,1.2,0
22,0,0,0,0,1.0158755,100,0,10,0
24,0,0,0,0,1.033333,100,0,16.1,0
24,0,0,0,0,1.033333,100,0,35.5,0
25,18,0,0,0,1.022222,100,1,36,0
25,0,0,0,0,1.022222,100,0,27.2,0
40,0,0,0,0,1.027779,100,0,8,0
47,8,-0.25,9.5,-10,0.999999,100,1,16,0
47,8,-0.25,9.5,-10,0.999999,100,1,16,0
48,0,0,0,0,1.000001,100,0,23,0
48,0,0,0,0,1.000001,100,0,24,0
57,6.5,0.95,1,0.9,1.0000025,100,1,13,0
64,0,0,0,0,0.9888895,100,0,24,0
64,0,0,0,0,0.9888895,100,0,27.6,0
69,0,0,0,0,1.0079355,100,0,30.04,0
70,0,0,0,0,1.0158755,100,0,23,0
85,3.34,0,0,0,1.001094,100,1,6.68,0
86,0,0,0,0,1.022224,100,0,9.2,0
102,23,6,21,-9,1.0158755,100,1,46,0
122,6,1.5,5,-2,1.0158755,100,1,12,0
124,0,0,0,0,1.022224,100,0,9,0
125,13,0,0,0,1.0158755,100,1,26,0
125,0,0,0,0,1.0158755,100,0,12,0
132,8.5,0,3,-3,1.000001,100,1,17,0
132,0,1,1,-1,1.000001,100,0,4,0
132,0,1.67,3,-3,1.000001,100,0,14,0
132,0,1.67,3,-3,1.000001,100,0,14,0
137,0,0.25,0.8,-0.8,1.015872,100,0,18,0
137,9,0,0.8,-0.8,1.015872,100,1,18,0
155,0,1.76,1.76,-1.76,1.0000025,100,0,5.3,0
158,8.95,-1.5,10,-13,0.9444445,100,1,17.9,0
158,8.95,-1.5,10,-13,0.9444445,100,1,17.9,0
176,0,2.01,10,-4,1,100,0,30,0
187,0,2.28,8,-8,1.0000025,100,0,11,0
187,0,2,2,-2,1.0000025,100,0,11,0
190,0,-0.23,14,-14,0.9444445,100,0,30,0
192,11.75,0,0,0,1.0000025,100,1,23.5,0
194,7.5,0.95,1,0.9,1.0000025,100,1,15,0
194,7.5,0.95,1,0.9,1.0000025,100,1,15,0
217,0,0,0,0,1.022224,100,0,11.94,0
224,0,1.99,2,0,1,100,0,6,0
227,0,0,0,0,1.0079355,100,0,7.5,0
236,0,0,0,0,1.000001,100,0,33.5,0
236,0,0,0,0,1.000001,100,0,24.3,0
238,0,0,0,0,1.022224,100,0,8,0
238,0,0,0,0,1.022224,100,0,36,0
246,0,0,2,0,0.999999,100,0,1,0
246,0,-0.18,10,-10,0.999999,100,0,31,0
246,0,-0.18,10,-10,0.999999,100,0,31,0
246,0,-0.18,10,-10,0.999999,100,0,31,0
256,13,0,10,-10,1.0000025,100,1,26,0
256,13,0,10,-10,1.0000025,100,1,26,0
258,15,0.95,1,0.9,1.000731,100,1,30,0
261,0,2,4,-4,1.0000025,100,0,8,0
269,0,0,0,0,1.0000025,100,0,12.6,0
282,0,-0.19,6.1,-6.2,0.999999,100,0,11.6,0
295,0,0,0,0,0.9888895,100,0,25.3,0
296,6,0,0,0,1.0158755,100,1,12,0
305,7.5,0,9,-9,1.003694,100,1,15,0
312,12.9,0,0,0,1.000001,100,1,25.8,0
312,24.8,0,0,0,1.000001,100,1,49.6,0
317,0,0,0,0,1.0000025,100,0,0,-7
317,0,0,0,0,1.0000025,100,0,0,-7
319,0,0.1,0.1,-0.1,1.0000025,100,0,10.8,0
325,0,-0.04,4,-4,0.999999,100,0,11,0
332,0,0.68,13,-9,1.015872,100,0,25,0
333,0,4.58,13,-9,1.0233335,100,0,25,0
336,6.5,-0.5,5,-6,1.0000025,100,1,13,0
338,0,1.58,10,-10,1.0000025,100,0,21,0
338,0,0.1,0.1,-0.1,1.0000025,100,0,2,0
345,0,0,0,0,1.027779,100,0,2.3,0
345,9.75,0,0,0,1.027779,100,1,19.5,0
348,0,0,0,0,1.022222,100,0,22,0
357,0,0,0,0,1.0158755,100,0,12,0
357,0,0,0,0,1.0158755,100,0,12,0
364,65,16.5,59,-26,1.046665,100,1,130,0
391,0,0,0,0,1.0000025,100,0,2.7,0
409,0,0.73,5,-5,1.015872,100,0,18,0
411,0,0,0,0,1.022224,100,0,10,0
411,0,0,0,0,1.022224,100,0,11.5,0
431,6,0,0,0,1.0000025,100,1,12,0
440,0,1.45,10.96,-11.99,1.0000025,100,0,34.25,0
447,12.5,-0.5,8,-9,1.015872,100,1,25,0
462,0,0,0,0,1.0079355,100,0,2.4,0
462,0,0,0,0,1.0079355,100,0,16,0
464,14,1.5,6,-3,0.984405,100,1,27,1
464,14,1.5,6,-3,0.984405,100,1,27,1
466,0,0,19,-10,1.0079355,100,0,48,1
470,0,-0.57,6,-6,0.999999,100,0,10,0
470,0,-3.08,5.4,-5.4,0.999999,100,0,9,0
479,0,-0.09,17,-16,0.999999,100,0,27,0
479,0,-0.09,17,-16,0.999999,100,0,27,0
479,0,-0.09,17,-16,0.999999,100,0,27,0
491,0,-0.75,8,-17,1.033334,100,0,23.4,0
508,0,1.72,2,-2,0.999999,100,0,4,0
519,0,0,0,0,1.015874,100,0,10,0
520,0,0,0,0,1.022224,100,0,12,0
530,4,0,4.8,-4.8,0.999999,100,1,8,0
530,4,0,4.8,-4.8,0.999999,100,1,8,0
530,4,0,4.8,-4.8,0.999999,100,1,8,0
537,0,0,0,0,1.022224,100,0,12,0
537,12,0,0,0,1.022224,100,1,24,0
546,4.5,1.95,2,1.9,1.0000025,100,1,9,0
548,0,2,2,0,1.0000025,100,0,12,0
570,0,0,0,0,1.0158755,100,0,12,0
570,0,0,0,0,1.0158755,100,0,30,0
570,0,0,0,0,1.0158755,100,0,11.5,0
583,8,1.5,7,-4,1.0000005,100,1,16,0
585,0,0,0,0,1.0158755,100,0,9,0
586,0,4.61,5.7,-5.7,0.999999,100,0,9.5,0
589,0,0.1,0.1,-0.1,1.000001,100,0,1,0
593,0,1.34,10,-10,1.0000025,100,0,21,0
600,0,0.37,1,-1,1.015872,100,0,6.1,0
610,22.5,0,45,-45,0.975,100,1,45,0
610,0,-0.16,45,-45,0.975,100,0,45,0
612,0,0,0,0,1.022224,100,0,12,0
612,0,0,0,0,1.022224,100,0,12,0
