bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
124,666.665,133.865,440.32,-172.59,1,100,1,1000,333.33
150,80,27.275,77.09,-22.54,1,100,1,160,0
221,-53.59,59.31,183.92,-65.3,1,100,1,100,-207.18
338,60,18.19,55.54,-19.16,1,100,1,120,0
352,1333.335,314.335,926.35,-297.68,1,100,1,2000,666.67
413,140,37.14,124.12,-49.84,1,100,1,280,0
453,270,91.415,257.23,-74.4,1,100,1,540,0
516,400,77.56,261.79,-106.67,1,100,1,600,200
564,15.555,-0.44,18.47,-19.35,1,100,1,100,-68.89
583,-130,5.425,17.88,-7.03,1,100,1,100,-360
615,20,4.65,17.09,-7.79,1,100,1,40,0
616,320,68.37,217.9,-81.16,1,100,1,480,160
639,19.2,48.31,135.52,-38.9,1,100,1,100,-61.6
682,40,13.855,38.77,-11.06,1,100,1,80,0
749,120,30.925,105.69,-43.84,1,100,1,240,0
757,60,13.945,51.3,-23.41,1,100,1,120,0
776,-24.265,5.715,18.16,-6.73,1,100,1,100,-148.53
778,16.79,1.505,12.37,-9.36,1,100,1,33.58,0
795,40,11.855,36.75,-13.04,1,100,1,80,0
803,-9.465,24.245,74.03,-25.54,1,100,1,100,-118.93
823,1333.335,314.185,926.68,-298.31,1,100,1,2000,666.67
851,100,34.415,96.64,-27.81,1,100,1,200,0
858,666.665,134.26,440.67,-172.15,1,100,1,1000,333.33
891,1600,361.75,1097.41,-373.91,1,100,1,2400,800
972,1333.335,321.605,934.73,-291.52,1,100,1,2000,666.67
1001,60,17.605,55.02,-19.81,1,100,1,120,0
1002,100,27.2,89.55,-35.15,1,100,1,200,0
1043,600,112.24,387.88,-163.4,1,100,1,900,300
1083,60,17.515,54.91,-19.88,1,100,1,120,0
1093,800,182.77,550.69,-185.15,1,100,1,1200,400
1100,40,11.895,36.8,-13.01,1,100,1,80,0
1102,-32.77,13.23,38.05,-11.59,1,100,1,100,-165.54
1237,1333.335,293.585,906.61,-319.44,1,100,1,2000,666.67
1251,800,182.77,550.69,-185.15,1,100,1,1200,400
1295,-32.735,12.02,36.92,-12.88,1,100,1,100,-165.47
1341,60,19.705,57.03,-17.62,1,100,1,120,0
1354,-114.335,13.175,38.08,-11.73,1,100,1,100,-328.67
1422,-17.335,5.65,18.09,-6.79,1,100,1,100,-134.67
1436,40,12.815,37.72,-12.09,1,100,1,80,0
1478,40,11.48,36.4,-13.44,1,100,1,80,0
1604,40,12.745,37.66,-12.17,1,100,1,80,0
1642,40,12.815,37.74,-12.11,1,100,1,80,0
1680,1333.335,316.395,928.89,-296.1,1,100,1,2000,666.67
1708,666.665,133.035,439.37,-173.3,1,100,1,1000,333.33
1721,20,6.065,18.52,-6.39,1,100,1,40,0
1754,20.53,4.535,16.99,-7.92,1,100,1,41.06,0
1794,1333.335,314.335,926.35,-297.68,1,100,1,2000,666.67
1808,49.6,36.535,111.23,-38.16,1,100,1,100,-0.8
1851,15.96,1.435,11.76,-8.89,1,100,1,31.92,0
1852,-111.2,20.82,58.16,-16.52,1,100,1,100,-322.4
1888,612.78,120.095,396.02,-155.83,1,100,1,912.78,312.78
1914,255.755,4.705,160.36,-150.95,1,100,1,472.16,39.35
1959,20,5.695,18.14,-6.75,1,100,1,40,0
2035,666.665,135.29,441.85,-171.27,1,100,1,1000,333.33
2050,1333.335,349.275,962.2,-263.65,1,100,1,2000,666.67
2085,100,26.1,88.39,-36.19,1,100,1,200,0
2177,-30.865,21.045,58.35,-16.26,1,100,1,100,-161.73
2197,14.475,2.385,19.51,-14.74,1,100,1,100,-71.05
2276,59.65,2.585,41.67,-36.5,1,100,1,119.3,0
2291,100,33.38,95.69,-28.93,1,100,1,200,0
2359,40,9.425,34.35,-15.5,1,100,1,80,0
2421,-163.6,12.47,37.39,-12.45,1,100,1,100,-427.2
2425,-17,16.905,54.3,-20.49,1,100,1,100,-134
2426,21.2,3.16,105.34,-99.02,1,100,1,100,-57.6
2446,1333.335,308.445,921.62,-304.73,1,100,1,2000,666.67
2468,40,13.105,38.02,-11.81,1,100,1,80,0
2481,40,14.205,39.12,-10.71,1,100,1,80,0
2489,180,50.305,162.4,-61.79,1,100,1,360,0
2550,60,20.87,58.23,-16.49,1,100,1,120,0
2600,80,26.245,76.08,-23.59,1,100,1,160,0
2627,1333.335,308.365,921.52,-304.79,1,100,1,2000,666.67
2653,60,14.57,51.94,-22.8,1,100,1,120,0
2719,98.36,6.025,70.15,-58.1,1,100,1,196.72,0
2786,1333.335,321.67,934.81,-291.47,1,100,1,2000,666.67
2797,-13.4,26,88.33,-36.33,1,100,1,100,-126.8
