bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
1,3,63.42,17,0,0,1,1,0,1,1,1.06,0.94
2,2,3.46,88,0,0,1,1,0,1,1,1.06,0.94
3,2,47.28,21,0,0,1,1,0,1,1,1.06,0.94
4,1,0,0,0,0,1,1,0,1,1,1.06,0.94
5,1,14.99,4,0,0,1,1,0,1,1,1.06,0.94
6,2,86.49,2,0,0,1,1,0,1,1,1.06,0.94
7,1,0,0,0,0,1,1,0,1,1,1.06,0.94
8,2,172.97,22,0,0,1,1,0,1,1,1.06,0.94
9,2,139.53,26,0,0,1,1,0,1,1,1.06,0.94
10,1,5.77,2,0,0,1,1,0,1,1,1.06,0.94
11,1,0,0,0,0,1,1,0,1,1,1.06,0.94
12,2,434.73,24,0,0,1,1,0,1,1,1.06,0.94
13,1,20.76,2.3,0,0,1,1,0,1,1,1.06,0.94
14,1,12.11,5.3,0,0,1,1,0,1,1,1.06,0.94
15,1,25.37,5,0,0,1,1,0,1,1,1.06,0.94
16,1,49.58,3,0,0,1,1,0,1,1,1.06,0.94
17,1,48.43,8,0,0,1,1,0,1,1,1.06,0.94
18,1,31.37,9.8,0,10,1,1,0,1,1,1.06,0.94
19,1,3.81,0.6,0,0,1,1,0,1,1,1.06,0.94
20,1,2.65,1,0,0,1,1,0,1,1,1.06,0.94
21,1,0,0,0,0,1,1,0,1,1,1.06,0.94
22,1,0,0,0,0,1,1,0,1,1,1.06,0.94
23,1,7.26,2.1,0,0,1,1,0,1,1,1.06,0.94
24,1,0,0,0,0,1,1,0,1,1,1.06,0.94
25,1,7.26,3.2,0,5.9,1,1,0,1,1,1.06,0.94
26,1,0,0,0,0,1,1,0,1,1,1.06,0.94
27,1,10.72,0.5,0,0,1,1,0,1,1,1.06,0.94
28,1,5.3,2.3,0,0,1,1,0,1,1,1.06,0.94
29,1,19.6,2.6,0,0,1,1,0,1,1,1.06,0.94
30,1,4.15,1.8,0,0,1,1,0,1,1,1.06,0.94
31,1,6.69,2.9,0,0,1,1,0,1,1,1.06,0.94
32,1,1.85,0.8,0,0,1,1,0,1,1,1.06,0.94
33,1,4.38,1.9,0,0,1,1,0,1,1,1.06,0.94
34,1,0,0,0,0,1,1,0,1,1,1.06,0.94
35,1,6.92,3,0,0,1,1,0,1,1,1.06,0.94
36,1,0,0,0,0,1,1,0,1,1,1.06,0.94
37,1,0,0,0,0,1,1,0,1,1,1.06,0.94
38,1,16.14,7,0,0,1,1,0,1,1,1.06,0.94
39,1,0,0,0,0,1,1,0,1,1,1.06,0.94
40,1,0,0,0,0,1,1,0,1,1,1.06,0.94
41,1,7.26,3,0,0,1,1,0,1,1,1.06,0.94
42,1,8.19,4.4,0,0,1,1,0,1,1,1.06,0.94
43,1,2.31,1,0,0,1,1,0,1,1,1.06,0.94
44,1,13.84,1.8,0,0,1,1,0,1,1,1.06,0.94
45,1,0,0,0,0,1,1,0,1,1,1.06,0.94
46,1,0,0,0,0,1,1,0,1,1,1.06,0.94
47,1,34.25,11.6,0,0,1,1,0,1,1,1.06,0.94
48,1,0,0,0,0,1,1,0,1,1,1.06,0.94
49,1,20.76,8.5,0,0,1,1,0,1,1,1.06,0.94
50,1,24.22,10.5,0,0,1,1,0,1,1,1.06,0.94
51,1,20.76,5.3,0,0,1,1,0,1,1,1.06,0.94
52,1,5.65,2.2,0,0,1,1,0,1,1,1.06,0.94
53,1,23.06,10,0,6.3,1,1,0,1,1,1.06,0.94
54,1,4.73,1.4,0,0,1,1,0,1,1,1.06,0.94
55,1,7.84,3.4,0,0,1,1,0,1,1,1.06,0.94
56,1,8.76,2.2,0,0,1,1,0,1,1,1.06,0.94
57,1,7.73,2,0,0,1,1,0,1,1,1.06,0.94
