fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
1833,1,0.002607,0.017462,0.0324,540,540,540,0,0,1,-11.7288350228,11.7288350228
29,2,2.1e-05,0.000125,0.1386,737,737,737,0,0,1,-11.7288350228,11.7288350228
675,2,0.000145,0.001877,0.0635,2487,2487,2487,0,0,1,-11.7288350228,11.7288350228
1271,2,0.000319,0.003234,0.0838,1841,1841,1841,0,0,1,-11.7288350228,11.7288350228
30,2,2.1e-05,0.000125,0.1386,737,737,737,0,0,1,-11.7288350228,11.7288350228
142,3,0.006163,0.041067,0.0759,446,446,446,0,0,1,-11.7288350228,11.7288350228
677,3,0.000652,0.004369,0.0081,558,558,558,0,0,1,-11.7288350228,11.7288350228
1048,4,0.009733,0.034089,0.0185,905,905,905,0,0,1,-11.7288350228,11.7288350228
101,5,0.000277,0.002015,0.003,288,288,288,0,0,1,-11.7288350228,11.7288350228
286,6,0.00881,0.033995,0.0607,289,289,289,0,0,1,-11.7288350228,11.7288350228
329,6,0.004642,0.019832,0.0354,255,255,255,0,0,1,-11.7288350228,11.7288350228
737,5,0.008861,0.03506,0.0623,288,288,288,0,0,1,-11.7288350228,11.7288350228
760,5,0.006993,0.032869,0.0557,255,255,255,0,0,1,-11.7288350228,11.7288350228
1330,6,0.002173,0.008731,0.0152,3441,3441,3441,0,0,1,-11.7288350228,11.7288350228
1350,5,0.00077,0.003121,0.0051,9629,9629,9629,0,0,1,-11.7288350228,11.7288350228
1523,6,0.004109,0.016138,0.0284,288,288,288,0,0,1,-11.7288350228,11.7288350228
102,8,8.3e-05,0.000907,0.0202,1034,1034,1034,0,0,1,-11.7288350228,11.7288350228
316,8,0.000552,0.006726,0.0939,1786,1786,1786,0,0,1,-11.7288350228,11.7288350228
623,8,0.000512,0.008012,0.2455,2462,2462,2462,0,0,1,-11.7288350228,11.7288350228
882,8,0.001107,0.00918,0.1906,1644,1644,1644,0,0,1,-11.7288350228,11.7288350228
103,7,6.2e-05,0.000741,0.0173,1095,1095,1095,0,0,1,-11.7288350228,11.7288350228
623,8,0.000512,0.008019,0.2455,2462,2462,2462,0,0,1,-11.7288350228,11.7288350228
623,7,0.001153,0.013123,0.1841,1433,1433,1433,0,0,1,-11.7288350228,11.7288350228
113,9,0.000158,0.000672,0.0719,331,331,331,0,0,1,-11.7288350228,11.7288350228
1134,9,4.5e-05,8.9e-05,0.002,268,268,268,0,0,1,-11.7288350228,11.7288350228
346,10,0.00478,0.028622,0.0547,455,455,455,0,0,1,-11.7288350228,11.7288350228
345,10,0.00478,0.028583,0.0547,455,455,455,0,0,1,-11.7288350228,11.7288350228
106,11,0.000257,0.000514,0.0294,53862,53862,53862,0,0,1,-11.7288350228,11.7288350228
758,12,0.000257,0.002153,0.2147,452,452,452,0,0,1,-11.7288350228,11.7288350228
962,12,0.000277,0.000869,0.0931,481,481,481,0,0,1,-11.7288350228,11.7288350228
955,13,0.000237,0.00083,0.1863,268,268,268,0,0,1,-11.7288350228,11.7288350228
995,13,0.000178,0.000612,0.1377,268,268,268,0,0,1,-11.7288350228,11.7288350228
39,14,0.002568,0.011753,0.0203,424,424,424,0,0,1,-11.7288350228,11.7288350228
1428,14,0.002568,0.011615,0.0228,290,290,290,0,0,1,-11.7288350228,11.7288350228
1054,16,9.9e-05,0.00077,0.078,379,379,379,0,0,1,-11.7288350228,11.7288350228
1054,15,9.9e-05,0.00077,0.077,379,379,379,0,0,1,-11.7288350228,11.7288350228
1428,17,0.000514,0.003437,0.0061,290,290,290,0,0,1,-11.7288350228,11.7288350228
1432,17,0.005476,0.036879,0.1255,522,522,522,0,0,1,-11.7288350228,11.7288350228
39,17,0.000514,0.003457,0.0061,418,418,418,0,0,1,-11.7288350228,11.7288350228
869,18,0.003477,0.01118,0.0187,304,304,304,0,0,1,-11.7288350228,11.7288350228
1089,18,0.000612,0.003121,0.0152,270,270,270,0,0,1,-11.7288350228,11.7288350228
1164,20,2.4e-05,0.000144,0.0213,701,701,701,0,0,1,-11.7288350228,11.7288350228
1164,19,7.1e-05,0.000162,0.0162,251,251,251,0,0,1,-11.7288350228,11.7288350228
972,21,0.000257,0.001165,0.002,405,405,405,0,0,1,-11.7288350228,11.7288350228
476,22,0.005709,0.037926,0.0688,492,492,492,0,0,1,-11.7288350228,11.7288350228
1497,22,0.001758,0.011654,0.0208,492,492,492,0,0,1,-11.7288350228,11.7288350228
69,23,0.001383,0.009462,0.0172,463,463,463,0,0,1,-11.7288350228,11.7288350228
446,23,0.00156,0.006933,0.0121,432,432,432,0,0,1,-11.7288350228,11.7288350228
