fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
1,2,0.0272635,0.14777,0.0399654,194.5,194.5,194.5,0,0,1,-30,30
3,1,0.0113837,0.0721098,0.0306593,196.3,196.3,196.3,0,0,1,-30,30
4,3,0.00339302,0.0202744,0.00917669,199.7,199.7,199.7,0,0,1,-30,30
5,6,0.000235779,0.00102372,0,99999,99999,99999,0,0,1,-30,30
5,7,0.000274856,0.00114808,0,99999,99999,99999,0,0,1,-30,30
7,20,0.0109356,0.0562625,0.022652,213.7,213.7,213.7,0,0,1,-30,30
7,25,0.0181525,0.117342,0.0292627,226.4,226.4,226.4,0,0,1,-30,30
7,39,0.0146267,0.101441,0.0300516,195,195,195,0,0,1,-30,30
8,9,0.000228649,0.00117253,0,99999,99999,99999,0,0,1,-30,30
8,10,0.000241551,0.00103193,0,99999,99999,99999,0,0,1,-30,30
9,15,0.00202418,0.0110654,0.00336027,175.7,175.7,175.7,0,0,1,-30,30
11,12,0.000293247,0.00104515,0,99999,99999,99999,0,0,1,-30,30
11,13,0.000290136,0.00113652,0,99999,99999,99999,0,0,1,-30,30
13,2,0.0103077,0.0768946,0.0230789,188.5,188.5,188.5,0,0,1,-30,30
14,15,0.000240318,0.00107129,0,99999,99999,99999,0,0,1,-30,30
14,16,0.000294749,0.00101159,0,99999,99999,99999,0,0,1,-30,30
14,17,0.000213734,0.00114931,0,99999,99999,99999,0,0,1,-30,30
15,13,0.00854831,0.0396734,0.0108002,172.2,172.2,172.2,0,0,1,-30,30
18,19,0.000233058,0.00107068,0,99999,99999,99999,0,0,1,-30,30
18,20,0.000221237,0.00106592,0,99999,99999,99999,0,0,1,-30,30
18,21,0.000223246,0.00117177,0,99999,99999,99999,0,0,1,-30,30
20,22,0.00183778,0.00988438,0.00526795,198,198,198,0,0,1,-30,30
23,34,0.00993726,0.0711268,0.0198342,232.2,232.2,232.2,0,0,1,-30,30
23,67,0.0150706,0.0831472,0.0510316,235.3,235.3,235.3,0,0,1,-30,30
24,25,0.000296363,0.00101671,0,99999,99999,99999,0,0,1,-30,30
26,27,0.000263167,0.00107213,0,99999,99999,99999,0,0,1,-30,30
