bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
10071,197.975,0,165,-165,1.03,285,1,329,66.95
10079,388.475,0,5107.2,-5107.2,1,2031,1,597,179.95
10080,46.9,0,96,-96,1,119,1,90,3.8
10090,327.1,0,314,-314,1,806,1,449,205.2
10094,486.6,0,201838.8,-201838.8,1,970,1,696,277.2
10095,284.95,0,3284.4,-3284.4,1,1439,1,509,60.9
10100,1122.3,0,968,-968,1,2202,1,1611,633.6
10104,487.5,0,413,-413,1,939,1,705,270
10115,247.2,0,215,-215,1,492,1,354,140.4
10116,228.7,0,215,-215,1,492,1,317,140.4
10118,861,0,825,-825,1,1876,1,1182,540
10126,461.2,0,355,-355,1,786,1,710,212.4
10129,1299,0,1265,-1265,1,2974,1,1770,828
10132,618.3,0,473,-473,1,1014,1,945,291.6
10139,606.5,0,495,-495,1,1143,1,889,324
10140,836,0,743,-743,1,1705,1,1186,486
10141,1021,0,935,-935,1,2125,1,1430,612
10146,119.8,0,139.2,-139.2,1.03,224,1,182,57.6
10150,173.9,0,154,-154,1,427,1,247,100.8
10171,186.65,0,183571.2,-183571.2,1,715,1,331,42.3
10176,152.75,0,584.4,-584.4,1,346,1,210,95.5
10177,353.75,0,584.4,-584.4,1,346,1,612,95.5
10186,352.675,0,268,-268,1.03,618,1,534,171.35
10187,306.175,0,268,-268,1.03,618,1,441,171.35
10188,440.45,0,354,-354,1,618,1,707,173.9
10189,279.25,0,272,-272,1,620,1,417,141.5
10190,308.875,0,301,-301,1,683,1,432,185.75
10191,571.7,0,479,-479,1,682,1,958,185.4
10192,245.9,0,218,-218,1.03,281,1,436,55.8
10194,91.2,0,106.8,-106.8,1,184,1,150,32.4
10196,147.5,0,121,-121,1,215,1,241,54
10223,32.5,0,195.6,-195.6,1,189,1,65,0
10225,203.95,0,185,-185,1.035,333,1,369,38.9
10226,159.65,0,151,-151,1.035,198,1,302,17.3
10227,36.375,0,73.2,-73.2,1.035,191,1,67,5.75
10228,108.675,0,147.6,-147.6,1.035,135,1,208,9.35
10229,67.4,0,58,-58,1.035,85,1,115,19.8
10230,7.5,0,40.8,-40.8,1.035,132,1,15,0
10232,102.3,0,118.8,-118.8,1.035,64,1,199,5.6
10233,87.35,0,76,-76,1.035,79,1,152,22.7
10234,121.9,0,174,-174,1.035,115,1,242,1.8
10235,65.2,0,58,-58,1.035,83,1,116,14.4
10236,113.875,0,92,-92,1.035,219,1,168,59.75
10237,77.6,0,118.8,-118.8,1.035,121,1,130,25.2
10238,105.975,0,262.8,-262.8,1.035,179,1,181,30.95
10239,128.65,0,113,-113,1.035,109,1,226,31.3
10240,42,0,42,-42,1.035,128,1,84,0
10246,129.05,0,112,-112,1.035,262,1,185,73.1
10247,83.05,0,79,-79,1.035,215,1,115,51.1
10248,148.1,0,118,-118,1.035,241,1,235,61.2
10249,191.5,0,160,-160,1.035,225,1,319,64
10250,637.1,0,544,-544,1.035,650,1,1087,187.2
10251,325.1,0,286,-286,1.035,650,1,463,187.2
10252,410.1,0,317,-317,1.035,650,1,633,187.2
10253,214.475,0,168,-168,1.035,341,1,335,93.95
10254,277.675,0,262,-262,1.035,598,1,384,171.35
10255,146.75,0,117,-117,1.035,210,1,233,60.5
10256,258.2,0,215,-215,1.035,489,1,376,140.4
10257,150.1,0,115,-115,1.035,250,1,230,70.2
10258,173.4,0,141,-141,1.035,230,1,282,64.8
10259,269.925,0,217,-217,1.035,519,1,398,141.85
10260,358.875,0,326,-326,1.035,741,1,505,212.75
10261,510.9,0,476,-476,1.035,1100,1,732,289.8
10262,502.9,0,476,-476,1.035,1100,1,716,289.8
10263,101.425,0,85,-85,1.035,121,1,169,33.85
10264,232.7,0,215,-215,1.035,489,1,325,140.4
10265,238.7,0,215,-215,1.035,496,1,337,140.4
10266,61.4,0,61,-61,1.035,72,1,121,1.8
10267,47.075,0,46,-46,1.035,120,1,92,2.15
10268,71.225,0,66,-66,1.035,37,1,132,10.45
10269,134.6,0,146,-146,1.035,338,1,235,34.2
10270,52.5,0,53,-53,1.035,40,1,105,0
10271,202.55,0,164,-164,1.035,286,1,327,78.1
10272,82.625,0,77,-77,1.035,116,1,153,12.25
10273,294.9,0,254,-254,1.035,321,1,507,82.8
10274,100.3,0,113,-113,1.035,317,1,170,30.6
10275,53.9,0,55,-55,1.035,125,1,97,10.8
10276,120.325,0,94,-94,1.035,189,1,187,53.65
10277,181.15,0,161,-161,1.035,225,1,322,40.3
10278,215.4,0,183,-183,1.035,233,1,366,64.8
10279,136.9,0,105,-105,1.035,233,1,209,64.8
10281,19.725,0,30,-30,1.035,20,1,38,1.45
10282,176.575,0,162,-162,1.035,357,1,324,29.15
10284,574.575,0,470,-470,1.035,919,1,940,209.15
10285,70,0,78,-78,1.035,132,1,140,0
10288,54.225,0,49,-49,1.035,63,1,98,10.45
10289,80.675,0,81,-81,1.035,41,1,161,0.35
10290,70.525,0,64,-64,1.035,49,1,127,14.05
10291,95.45,0,94,-94,1.035,71,1,188,2.9
10292,263.625,0,239,-239,1.035,638,1,371,156.25
10293,53.35,0,49,-49,1.035,46,1,97,9.7
10294,29.475,0,28,-28,1.035,74,1,55,3.95
10295,156.475,0,286.8,-286.8,1.035,299,1,237,75.95
10296,353.825,0,305,-305,1.035,461,1,609,98.65
24,149.5,0,122,-122,1.03,235.3,1,244,55
25,155.75,0,122,-122,1.03,235.3,1,244,67.5
37,244,0.5,185,-184,1.03,426,1,368,120
37,203,21,185,-143,1.03,426,1,286,120
38,404.5,0,345,-345,1.03,426,1,689,120
38,281.5,0,222,-222,1.03,426,1,443,120
39,231.5,6.5,185,-172,1.03,426,1,343,120
40,196.5,24,185,-137,1,426,1,273,120
40,234,5.5,185,-174,1,426,1,348,120
