bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
1,2,207.3,22,0,0,1,1,0,138,1,1.05,0.95
2,2,186.19,20,0,0,1,1,0,138,1,1.05,0.95
3,1,345.5,37,0,0,1,1,0,138,1,1.05,0.95
4,1,142.04,15,0,0,1,1,0,138,1,1.05,0.95
5,1,136.28,14,0,0,1,1,0,138,1,1.05,0.95
6,1,261.04,28,0,-100,2,1,0,138,1,1.05,0.95
7,2,239.93,25,0,0,2,1,0,138,1,1.05,0.95
8,1,328.23,35,0,0,2,1,0,138,1,1.05,0.95
9,1,335.9,36,0,0,1,1,0,138,1,1.05,0.95
10,1,374.29,40,0,0,2,1,0,138,1,1.05,0.95
11,1,0,0,0,0,3,1,0,230,1,1.05,0.95
12,1,0,0,0,0,3,1,0,230,1,1.05,0.95
13,3,508.65,54,0,0,3,1,0,230,1,1.05,0.95
14,2,372.37,39,0,0,3,1,0,230,1,1.05,0.95
15,2,608.47,64,0,0,4,1,0,230,1,1.05,0.95
16,2,191.94,20,0,0,4,1,0,230,1,1.05,0.95
17,1,0,0,0,0,4,1,0,230,1,1.05,0.95
18,2,639.18,68,0,0,4,1,0,230,1,1.05,0.95
19,1,347.42,37,0,0,3,1,0,230,1,1.05,0.95
20,1,245.69,26,0,0,3,1,0,230,1,1.05,0.95
21,2,0,0,0,0,4,1,0,230,1,1.05,0.95
22,2,0,0,0,0,4,1,0,230,1,1.05,0.95
23,2,0,0,0,0,3,1,0,230,1,1.05,0.95
24,1,0,0,0,0,4,1,0,230,1,1.05,0.95
