bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
17,0,0,120,-26,1.03,241.9,0,51,140
17,0,0,120,-22,1.03,233.2,0,11,140
26,238,12,190,-166,1.03,415.9,1,331,145
27,254.5,4,190,-182,1.03,407.1,1,364,145
27,327.5,0,255,-255,1.03,407.1,1,510,145
27,248.5,7,190,-176,1.03,415.9,1,352,145
26,354,0,282,-282,1.03,415.9,1,563,145
28,354,0,282,-282,1,415.9,1,563,145
28,0,0,524,-524,1,415.9,0,1047,145
28,255,3.5,190,-183,1,415.9,1,365,145
29,0,0,190,-60,1,415.9,0,119,290
29,264,0,192,-192,1,415.9,1,383,145
29,305,0,233,-233,1,415.9,1,465,145
42,301,0,269,-269,1.03,253.9,1,537,65
42,0,0,130,-34,1.03,242.7,0,47,135
42,202,0,175,-175,1.03,267.7,1,349,55
43,148,13.5,145,-118,1.03,267.7,1,236,60
43,235.5,0,203,-203,1.03,267.7,1,406,65
43,0,0,130,-34,1.03,242.7,0,13,135
44,412.25,7,363,-349,1,646.5,1,697,127.5
44,0,0,348,-103,1,659.3,0,206,125
54,111.75,12,104,-80,1.03,247.9,1,159,64.5
55,108.25,27,130,-76,1.03,259.9,1,152,64.5
54,0,0,130,-66,1.03,259.9,0,131,64.5
56,190.25,0,158,-158,1,259.9,1,316,64.5
57,261.25,0,229,-229,1,259.9,1,458,64.5
57,0,0,104,-64,1,247.9,0,127,64.5
57,207.25,0,175,-175,1,259.9,1,350,64.5
58,78.025,0,66,-66,1.03,66.5,1,132,24.05
77,167.5,0,133,-133,1.03,256.4,1,265,70
77,183.5,0,149,-149,1.03,256.4,1,297,70
78,0,0,123,-21,1.03,252,0,42,140
78,241,0,206,-206,1.03,256.4,1,412,70
78,308,0,273,-273,1.03,256.4,1,546,70
81,214.5,36,232,-160,1,445.2,1,319,110
81,0,0,228,-53,1,434.6,0,106,220
97,101.25,0,99,-99,1.03,12,1,198,4.5
97,79.5,0,78,-78,1.03,6.1,1,156,3
103,172,0,139,-139,1.03,256.4,1,277,67
104,0,0,123,-31,1.03,256.4,0,62,134
105,323.75,0,304,-304,1.03,144.2,1,608,39.5
106,0,0,135,-135,1.03,144.2,0,270,39.5
115,0,0,90,-20,1.03,150,0,39,90
116,109,0,92,-92,1.03,145.3,1,183,35
117,150.5,0,131,-131,1.03,117,1,261,40
124,152,11.5,135,-112,1.03,253.9,1,224,80
125,135.5,19.5,140,-101,1.03,265,1,201,70
125,326.5,0,287,-287,1.03,253.9,1,573,80
126,191,0,156,-156,1,265,1,312,70
126,0,0,137,-65,1,259.2,0,129,80
131,118,0,118,-118,1.03,131.2,1,236,0
131,0,0,294,-294,1.03,131.2,0,588,0
132,0,0,40,-38,1.03,131.2,0,49,0
132,0,0,40,-38,1.03,131.2,0,31,0
133,0,0,90,-67,1.03,150,0,133,50
133,128.5,0,104,-104,1.03,150,1,207,50
134,144.5,0,120,-120,1.03,150,1,239,50
145,0,0,39,-39,1.03,51.4,0,77,15
145,0,0,177,-177,1.03,51.4,0,354,15
146,0,0,90,-83,1.03,150,0,165,45
147,0,0,149,-73,1.03,267.4,0,146,45
147,0,0,149,-48,1.03,253.4,0,70,67.5
147,0,0,149,-66,1.03,253.4,0,131,67.5
147,115.5,4.3,149,-140.4,1.03,267.4,1,186,45
149,163.5,0,236.4,-236.4,1,253.8,1,282,45
150,166,2.5,149,-144,1,267.4,1,287,45
150,0,0,123,-23,1,253.8,0,26,90
154,156,8,149,-133,1.03,278.3,1,265,47
154,0,0,149,-53,1.03,278.3,0,0,94
154,137,4.5,120,-111,1.03,287.3,1,222,52
154,0,0,145,-145,1.03,292.5,0,290,52
155,0,0,208,-208,1.03,287.3,0,415,52
155,269,0,237,-237,1.03,236,1,473,65
155,148,0,118,-118,1.03,233.1,1,236,60
155,0,0,109,-63,1.03,233.1,0,125,60
157,259,0,229,-229,1,233.1,1,458,60
163,0,0,104,-23,1.03,225.4,0,40,150
163,193.5,0,156,-156,1.03,225.4,1,312,75
164,171,0,134,-134,1.03,225.4,1,267,75
164,197.5,0,160,-160,1.03,225.4,1,320,75
179,186,0,144,-144,1.03,219.5,1,287,85
204,58,25,110,-60,1,210.1,1,116,0
204,101.5,4,110,-102,1,210.1,1,203,0
204,50.5,25,110,-60,1,210.1,1,101,0
205,106.5,1.5,110,-107,1,210.1,1,213,0
214,58.75,0,50,-50,1.035,58.5,1,100,17.5
214,0,0,20,0,1.035,53.9,0,0,0
214,0,0,20,0,1.035,53.9,0,0,0
214,40,0,38,-38,1.035,30.5,1,75,5
220,12.3875,0,12,-12,1.035,2.3,1,24,0.775
221,27.3875,0,27,-27,1.035,2.3,1,54,0.775
239,54.75,0,53,-53,1.035,9.8,1,106,3.5
246,291.5,0,219,-219,1.035,415.9,1,438,145
309,0,0,7,0,1.035,27.9,0,0,0
309,0,0,7,0,1.035,27.9,0,0,0
309,43.25,0,41,-41,1.035,30.8,1,81,5.5
309,0,0,7,0,1.035,27.9,0,0,0
309,0,0,6,0,1.035,27.7,0,0,0
309,0,0,7,0,1.035,27.9,0,0,0
309,0,0,7,0,1.035,27.9,0,0,0
310,56.25,0,53,-53,1.035,36.7,1,105,7.5
310,0,0,15,0,1.035,57,0,0,0
311,110.75,0,107,-107,1.035,36.7,1,214,7.5
311,0,0,15,0,1.035,57,0,0,0
313,181,0,174,-174,1.035,53.9,1,347,15
313,0,0,20,0,1.035,53.9,0,0,0
314,0,0,40,0,1.035,107.7,0,0,0
322,79.125,0,79,-79,1.035,4.1,1,157,1.25
365,93.8125,0,83,-83,1.035,47.8,1,166,21.625
366,78.3125,0,68,-68,1.035,47.8,1,135,21.625
367,228.3125,0,218,-218,1.035,47.8,1,435,21.625
368,142.8125,0,132,-132,1.035,47.8,1,264,21.625
385,126,23.5,138,-91,1.035,251.3,1,182,70
385,0,0,20,-20,1.035,26.9,0,39,6
386,219.5,0,217,-217,1.035,19.7,1,434,5
443,49.375,0,49,-49,1.035,3.6,1,98,0.75
452,16.8025,0,16,-16,1.035,6.1,1,31,2.605
452,0,0,2,0,1.035,6.1,0,0,0
