bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin
124,290.8325,116.16,440.32,-208,1,100,1,415,166.665
150,107,0,976.8,-976.8,1,100,1,214,0
221,-103.59,59.31,183.92,-65.3,1,100,1,0,-207.18
338,37,9.27,55.54,-37,1,100,1,74,0
352,740.6675,176.175,926.35,-574,1,100,1,1148,333.335
413,119.5,2.06,124.12,-120,1,100,1,239,0
453,260,0,260,-260,1,100,1,520,0
516,243.5,33.895,261.79,-194,1,100,1,387,100
564,593.055,0,628,-628,1,100,1,1255,-68.89
583,-180,-0.06,17.88,-18,1,100,1,0,-360
615,55,0,1130.4,-1130.4,1,100,1,110,0
616,242.5,7.45,217.9,-203,1,100,1,405,80
639,271.2,0,302,-302,1,100,1,604,-61.6
682,85,0,85,-85,1,100,1,170,0
749,230,0,230,-230,1,100,1,460,0
757,400.5,0,632.4,-632.4,1,100,1,801,0
776,131.735,0,206,-206,1,100,1,412,-148.53
778,74,0,2376,-2376,1,100,1,148,0
795,240.5,0,13603.2,-13603.2,1,100,1,481,0
803,-34.465,24.245,74.03,-25.54,1,100,1,50,-118.93
823,652.1675,220.34,926.68,-486,1,100,1,971,333.335
851,120.5,0,122.4,-122.4,1,100,1,241,0
858,493.8325,0,1113.6,-1113.6,1,100,1,821,166.665
891,1105,96.205,1097.41,-905,1,100,1,1810,400
972,802.6675,149.365,934.73,-636,1,100,1,1272,333.335
1001,848.5,0,849,-849,1,100,1,1697,0
1002,529.5,0,530,-530,1,100,1,1059,0
1043,466,0,89492.4,-89492.4,1,100,1,782,150
1083,90,0,90,-90,1,100,1,180,0
1093,661,0,13586.4,-13586.4,1,100,1,1122,200
1100,46,0,46,-46,1,100,1,92,0
1102,-81.77,-0.175,38.05,-38.4,1,100,1,2,-165.54
1237,821.6675,125.805,906.61,-655,1,100,1,1310,333.335
1251,532,59.345,550.69,-432,1,100,1,864,200
1295,-72.735,12.02,36.92,-12.88,1,100,1,20,-165.47
1341,126.5,0,127,-127,1,100,1,253,0
1354,-164.335,4.04,38.08,-30,1,100,1,0,-328.67
1422,-6.335,0,61,-61,1,100,1,122,-134.67
1436,106.5,0,14677.2,-14677.2,1,100,1,213,0
1478,173.5,0,174,-174,1,100,1,347,0
1604,40,0,40,-40,1,100,1,80,0
1642,108.5,0,459.6,-459.6,1,100,1,217,0
1680,604.1675,245.445,928.89,-438,1,100,1,875,333.335
1708,522.3325,0,754.8,-754.8,1,100,1,878,166.665
1721,121,0,955.2,-955.2,1,100,1,242,0
1754,304.5,0,694.8,-694.8,1,100,1,609,0
1794,1466.1675,0,1300,-1300,1,100,1,2599,333.335
1808,117.1,0,118,-118,1,100,1,235,-0.8
1851,107.5,0,14539.2,-14539.2,1,100,1,215,0
1852,136.8,0,298,-298,1,100,1,596,-322.4
1888,542.695,0,465,-465,1,100,1,929,156.39
1914,99.3375,0,387.6,-387.6,1,100,1,179,19.675
1959,29.5,0,1059.6,-1059.6,1,100,1,59,0
2035,709.8325,0,627,-627,1,100,1,1253,166.665
2050,563.1675,282.6,962.2,-397,1,100,1,793,333.335
2085,106.5,0,107,-107,1,100,1,213,0
2177,93.135,0,174,-174,1,100,1,348,-161.73
2197,174.975,0,211,-211,1,100,1,421,-71.05
2276,23,0,174,-174,1,100,1,46,0
2291,144,0,144,-144,1,100,1,288,0
2359,158.5,0,160.8,-160.8,1,100,1,317,0
2421,-145.1,0,117.6,-117.6,1,100,1,137,-427.2
2425,170.5,0,244.8,-244.8,1,100,1,475,-134
2426,51.7,0,405.6,-405.6,1,100,1,161,-57.6
2446,651.1675,218.31,921.62,-485,1,100,1,969,333.335
2468,37.5,0.01,38.02,-38,1,100,1,75,0
2481,73.5,0,74,-74,1,100,1,147,0
2489,159.5,1.2,162.4,-160,1,100,1,319,0
2550,110,0,220.8,-220.8,1,100,1,220,0
2600,96,0,517.2,-517.2,1,100,1,192,0
2627,674.1675,206.76,921.52,-508,1,100,1,1015,333.335
2653,389.5,0,390,-390,1,100,1,779,0
2719,119.5,0,17214,-17214,1,100,1,239,0
2786,811.1675,144.905,934.81,-645,1,100,1,1289,333.335
2797,-63.4,0,139.2,-139.2,1,100,1,0,-126.8
2799,66,5.955,77.91,-66,1,100,1,132,0
2816,1131.1675,0,965,-965,1,100,1,1929,333.335
2841,26.5,14.49,55.98,-27,1,100,1,53,0
2842,51.5,0,52,-52,1,100,1,103,0
2872,74,0,74,-74,1,100,1,148,0
