bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
1,3,0,0,0,0,1,1,0,1,1,1.06,0.94
2,2,21.7,12.7,0,0,1,1,0,1,1,1.06,0.94
3,2,94.2,19,0,0,1,1,0,1,1,1.06,0.94
4,1,47.8,-3.9,0,0,1,1,0,1,1,1.06,0.94
5,1,7.6,1.6,0,0,1,1,0,1,1,1.06,0.94
6,2,11.2,7.5,0,0,1,1,0,1,1,1.06,0.94
7,1,0,0,0,0,1,1,0,1,1,1.06,0.94
8,2,0,0,0,0,1,1,0,1,1,1.06,0.94
9,1,29.5,16.6,0,19,1,1,0,1,1,1.06,0.94
10,1,9,5.8,0,0,1,1,0,1,1,1.06,0.94
11,1,3.5,1.8,0,0,1,1,0,1,1,1.06,0.94
12,1,6.1,1.6,0,0,1,1,0,1,1,1.06,0.94
13,1,13.5,5.8,0,0,1,1,0,1,1,1.06,0.94
14,1,14.9,5,0,0,1,1,0,1,1,1.06,0.94
