2,startup,shutdown,n,c2,c1,c0
2,0,0,3,0,23.535653,0
2,0,0,3,0,27.46502,0
2,0,0,3,0,34.2278,0
2,0,0,3,0,36.624241,0
2,0,0,3,0,48.190116,0
2,0,0,3,0,37.933947,0
2,0,0,3,0,12.156093,0
2,0,0,3,0,36.057882,0
2,0,0,3,0,46.037465,0
2,0,0,3,0,18.648445,0
2,0,0,3,0,47.503236,0
2,0,0,3,0,103.913889,0
2,0,0,3,0,41.991113,0
2,0,0,3,0,33.415433,0
2,0,0,3,0,26.331314,0
2,0,0,3,0,41.212053,0
2,0,0,3,0,37.964524,0
2,0,0,3,0,28.621957,0
2,0,0,3,0,24.735716,0
2,0,0,3,0,30.362388,0
2,0,0,3,0,38.096425,0
2,0,0,3,0,39.564385,0
2,0,0,3,0,48.503408,0
2,0,0,3,0,36.698208,0
2,0,0,3,0,29.832915,0
2,0,0,3,0,19.462995,0
2,0,0,3,0,24.670298,0
2,0,0,3,0,42.514759,0
2,0,0,3,0,19.631594,0
2,0,0,3,0,44.491363,0
2,0,0,3,0,28.563386,0
2,0,0,3,0,44.314937,0
2,0,0,3,0,30.86321,0
2,0,0,3,0,122.118278,0
2,0,0,3,0,42.045828,0
2,0,0,3,0,19.858774,0
2,0,0,3,0,100.342657,0
2,0,0,3,0,6.557863,0
2,0,0,3,0,32.124894,0
2,0,0,3,0,120.383376,0
2,0,0,3,0,53.898136,0
2,0,0,3,0,30.44223,0
2,0,0,3,0,42.752811,0
2,0,0,3,0,27.829351,0
2,0,0,3,0,25.900149,0
2,0,0,3,0,53.631717,0
2,0,0,3,0,101.198461,0
2,0,0,3,0,34.466152,0
2,0,0,3,0,28.732147,0
2,0,0,3,0,105.178409,0
2,0,0,3,0,122.503134,0
2,0,0,3,0,106.414426,0
2,0,0,3,0,27.620251,0
2,0,0,3,0,18.242351,0
2,0,0,3,0,46.958162,0
2,0,0,3,0,39.610535,0
2,0,0,3,0,44.894446,0
2,0,0,3,0,38.935936,0
2,0,0,3,0,42.471508,0
2,0,0,3,0,46.458114,0
2,0,0,3,0,10.435412,0
2,0,0,3,0,36.140449,0
2,0,0,3,0,31.930638,0
2,0,0,3,0,27.846608,0
2,0,0,3,0,40.609265,0
